machineID,layer_height [mm],print_speed [mm/s],nozzle_temperature [°C],bed_temperature [°C],filament_diameter [mm],failure_type
2711,0.32,86.1,199.34,59.2,1.77,3
2712,0.11,49.12,204.01,61.15,1.74,4
2713,0.32,56.1,192.53,72.63,1.75,3
2714,0.24,51.6,182.01,56.69,1.71,4
2715,0.32,51.05,183.78,59.86,1.83,5
2716,0.21,99.27,209.12,50.05,1.73,4
2717,0.29,79.01,188.95,65.97,1.67,2
2718,0.45,45.95,211.98,65.98,1.75,5
2719,0.14,86.6,194.85,55.46,1.74,2
2720,0.14,41.69,207.99,59.43,1.81,1
2721,0.16,49.81,187.07,47.82,1.74,2
2722,0.16,64.65,199.51,61.5,1.74,2
2723,0.46,57.24,189.02,65.45,1.84,4
2724,0.19,62.08,211.74,47.31,1.81,4
2725,0.38,57.03,203.16,51.7,1.81,4
2726,0.42,69.52,204.6,61.6,1.77,2
2727,0.31,84.09,193.88,71.42,1.74,2
2728,0.41,44.67,211.49,61.95,1.81,3
2729,0.18,47.85,190.02,55.83,1.74,0
2730,0.17,67.7,205.53,60.05,1.79,0
2731,0.26,65.62,195.82,58.19,1.83,3
2732,0.17,76.21,199.92,54.68,1.73,5
2733,0.38,76.05,197.76,62.68,1.7,0
2734,0.28,90.64,204.75,62.44,1.81,4
2735,0.37,44.68,201.48,67.9,1.8,4
2736,0.32,45.57,202.22,61.43,1.68,4
2737,0.32,35.93,206.23,64.42,1.71,2
2738,0.22,84.91,173.26,58.7,1.75,0
2739,0.47,52.58,183.43,55.75,1.74,0
2740,0.11,78.92,185.9,62.24,1.77,3
2741,0.35,93.45,198.48,57.27,1.73,4
2742,0.43,32.77,202.55,63.09,1.76,4
2743,0.41,76.01,202.73,59.08,1.68,2
2744,0.14,37.96,206.78,69.44,1.74,4
2745,0.45,37.89,203.54,61.41,1.75,3
2746,0.43,92.89,202.07,58.76,1.77,1
2747,0.44,66.33,179.56,61.94,1.71,1
2748,0.35,47.41,209.96,65.94,1.74,3
2749,0.44,41.65,203.54,58.19,1.74,2
2750,0.42,74.48,191.47,59.3,1.79,5
2751,0.48,34.73,188.9,63.34,1.82,2
2752,0.34,76.22,212.61,55.69,1.75,0
2753,0.42,47.84,213.14,61.86,1.79,3
2754,0.19,61.22,211.21,65.57,1.82,3
2755,0.45,43.12,194.59,58.38,1.86,5
2756,0.27,84.38,200.98,68.8,1.75,3
2757,0.32,56.03,191.52,70.84,1.78,0
2758,0.11,72.8,218.58,59.42,1.75,4
2759,0.14,78.66,193.91,63.03,1.8,4
2760,0.29,95.0,191.69,66.73,1.78,5
2761,0.35,46.23,209.19,67.14,1.75,2
2762,0.42,94.32,194.25,64.58,1.77,0
2763,0.43,89.2,201.81,60.13,1.67,2
2764,0.31,96.61,187.9,57.87,1.72,4
2765,0.39,80.19,220.46,55.76,1.82,2
2766,0.12,99.34,201.57,58.78,1.73,1
2767,0.32,83.63,204.81,64.34,1.74,0
2768,0.31,38.06,182.47,57.98,1.76,2
2769,0.39,92.28,202.51,63.99,1.74,2
2770,0.31,77.91,189.97,70.18,1.74,1
2771,0.14,92.09,185.67,54.63,1.71,2
2772,0.37,51.73,209.03,63.28,1.77,0
2773,0.4,46.44,197.36,51.83,1.82,1
2774,0.35,54.52,196.96,49.66,1.68,5
2775,0.46,44.47,196.11,55.86,1.75,1
2776,0.39,76.8,192.01,60.3,1.77,0
2777,0.25,73.37,199.99,63.3,1.67,2
2778,0.28,92.01,193.85,60.09,1.77,0
2779,0.18,36.63,186.35,69.7,1.77,2
2780,0.33,54.14,203.36,61.77,1.82,2
2781,0.12,87.05,204.93,61.71,1.72,1
2782,0.3,96.38,209.65,56.0,1.72,1
2783,0.46,86.82,186.25,62.69,1.8,5
2784,0.34,85.09,210.63,58.76,1.8,2
2785,0.29,40.2,216.35,59.81,1.78,4
2786,0.2,78.27,204.18,56.02,1.86,1
2787,0.13,96.39,209.86,58.19,1.77,5
2788,0.19,61.66,190.33,57.47,1.79,0
2789,0.43,40.95,197.4,53.87,1.74,4
2790,0.29,39.06,213.3,56.46,1.79,5
2791,0.13,93.57,197.57,70.47,1.71,5
2792,0.31,33.88,188.44,61.0,1.73,2
2793,0.38,47.29,210.07,55.18,1.79,4
2794,0.27,76.31,195.96,55.36,1.79,5
2795,0.31,96.1,187.63,57.01,1.71,4
2796,0.14,59.92,190.82,56.35,1.76,4
2797,0.16,30.59,194.22,63.21,1.73,5
2798,0.33,42.14,205.31,59.82,1.7,0
2799,0.24,38.6,218.87,60.87,1.76,0
2800,0.28,44.92,197.38,63.05,1.69,0
2801,0.49,93.76,189.52,61.88,1.81,5
2802,0.15,80.47,185.47,59.48,1.79,4
2803,0.11,74.38,201.09,55.92,1.73,5
2804,0.2,87.82,214.22,50.68,1.73,4
2805,0.38,68.97,207.94,61.25,1.76,5
2806,0.18,51.94,200.57,68.81,1.79,3
2807,0.22,39.05,188.73,60.73,1.75,3
2808,0.31,67.61,220.59,54.63,1.72,0
2809,0.25,98.6,211.01,60.26,1.76,1
2810,0.36,45.01,198.87,65.8,1.73,4
2811,0.37,51.69,206.23,53.87,1.8,4
2812,0.26,61.08,210.46,69.24,1.67,0
2813,0.27,98.94,207.4,60.82,1.76,3
2814,0.49,83.79,211.3,52.71,1.77,5
2815,0.29,85.38,207.31,63.51,1.75,3
2816,0.41,54.44,195.45,59.92,1.8,0
2817,0.5,50.4,212.13,57.98,1.77,0
2818,0.15,30.93,207.38,58.58,1.74,5
2819,0.14,97.39,211.22,61.71,1.7,4
2820,0.17,31.0,182.39,58.82,1.74,3
2821,0.15,77.72,213.04,63.3,1.69,4
2822,0.39,34.33,204.09,53.0,1.59,3
2823,0.2,68.86,203.7,57.75,1.74,5
2824,0.13,53.64,181.62,62.83,1.8,3
2825,0.23,65.43,202.5,64.03,1.74,0
2826,0.42,40.85,188.5,61.22,1.76,5
2827,0.24,56.44,203.54,56.15,1.77,2
2828,0.29,71.23,194.45,65.1,1.83,2
2829,0.2,46.34,197.65,62.42,1.76,0
2830,0.5,94.62,212.63,67.98,1.81,0
2831,0.33,46.04,202.99,60.33,1.69,5
2832,0.22,60.32,193.91,62.96,1.76,0
2833,0.18,56.05,205.86,57.87,1.7,1
2834,0.16,97.13,201.26,58.15,1.74,5
2835,0.21,69.36,209.46,66.39,1.77,0
2836,0.45,74.55,206.75,55.23,1.74,2
2837,0.15,60.03,203.49,62.33,1.76,5
2838,0.45,93.19,191.88,64.18,1.73,5
2839,0.48,87.57,217.4,54.48,1.79,0
2840,0.2,61.62,190.79,55.31,1.79,4
2841,0.11,78.59,224.34,54.87,1.78,0
2842,0.2,33.33,201.65,62.97,1.75,5
2843,0.11,54.05,192.37,57.39,1.7,0
2844,0.35,65.02,198.04,59.52,1.65,3
2845,0.32,87.46,197.2,56.62,1.71,1
2846,0.24,87.52,203.7,64.3,1.81,0
2847,0.49,77.04,187.1,59.6,1.76,3
2848,0.48,31.15,186.57,62.18,1.69,4
2849,0.35,48.54,213.36,57.93,1.71,3
2850,0.37,81.22,197.68,58.38,1.82,4
2851,0.49,60.21,200.73,61.25,1.67,4
2852,0.33,89.49,196.94,58.1,1.76,4
2853,0.41,64.07,209.4,62.65,1.77,3
2854,0.33,85.11,198.66,65.42,1.75,1
2855,0.26,66.06,193.58,58.5,1.76,5
2856,0.43,55.1,194.51,68.87,1.79,2
2857,0.37,50.43,203.09,58.76,1.81,0
2858,0.1,72.23,203.04,59.41,1.8,0
2859,0.14,44.45,195.1,57.06,1.66,3
2860,0.19,51.44,194.79,61.89,1.71,5
2861,0.18,85.66,202.4,56.68,1.81,5
2862,0.19,90.69,198.6,53.5,1.76,2
2863,0.14,40.86,194.75,69.85,1.81,0
2864,0.47,34.76,195.98,52.24,1.69,5
2865,0.26,51.79,186.59,52.18,1.73,4
2866,0.3,77.72,213.63,61.93,1.74,1
2867,0.41,87.26,208.8,63.51,1.75,1
2868,0.11,49.49,186.55,62.74,1.74,0
2869,0.14,62.67,190.12,54.99,1.79,0
2870,0.39,50.62,192.85,66.2,1.75,4
2871,0.27,47.43,189.98,55.93,1.68,0
2872,0.17,94.74,202.23,67.83,1.75,5
2873,0.4,82.19,195.83,65.29,1.68,2
2874,0.23,57.03,197.98,64.34,1.71,3
2875,0.14,74.79,188.5,59.1,1.79,0
2876,0.14,49.63,189.5,53.44,1.81,4
2877,0.3,87.18,192.15,63.17,1.69,5
2878,0.16,66.34,200.08,67.4,1.84,1
2879,0.15,97.88,204.62,55.56,1.77,1
2880,0.34,90.59,202.72,57.85,1.67,3
2881,0.33,83.57,202.95,57.97,1.72,4
2882,0.18,38.02,206.49,59.9,1.73,0
2883,0.17,64.89,206.78,50.03,1.63,4
2884,0.24,39.06,198.91,65.18,1.8,5
2885,0.11,63.31,190.44,59.89,1.76,0
2886,0.16,92.78,205.48,61.99,1.85,1
2887,0.33,78.58,204.38,62.88,1.73,2
2888,0.2,85.67,206.23,60.62,1.71,4
2889,0.26,32.84,200.04,56.18,1.77,1
2890,0.4,53.38,198.29,63.66,1.83,3
2891,0.42,99.02,209.69,56.42,1.67,2
2892,0.11,68.8,194.73,57.76,1.66,4
2893,0.39,68.21,205.34,66.59,1.82,4
2894,0.49,86.27,202.82,60.43,1.73,0
2895,0.15,72.67,190.34,64.77,1.69,2
2896,0.14,60.23,212.79,58.06,1.78,0
2897,0.44,58.85,186.3,54.49,1.77,0
2898,0.36,99.32,209.78,68.88,1.8,4
2899,0.14,90.0,210.03,54.82,1.75,3
2900,0.45,70.99,207.13,58.18,1.74,0
2901,0.22,51.58,210.73,65.77,1.81,2
2902,0.42,87.85,186.15,68.35,1.83,1
2903,0.49,96.11,204.1,64.69,1.69,4
2904,0.11,77.39,203.17,58.12,1.72,1
2905,0.44,38.46,204.26,55.09,1.66,4
2906,0.4,59.72,193.87,66.72,1.81,3
2907,0.3,73.29,209.94,62.33,1.74,1
2908,0.34,86.85,207.37,63.5,1.76,4
2909,0.38,69.23,208.02,66.79,1.71,4
2910,0.41,87.33,196.61,67.99,1.72,3
2911,0.18,92.69,196.71,70.47,1.71,2
2912,0.37,56.74,194.01,57.5,1.78,2
2913,0.1,86.68,195.25,60.02,1.76,3
2914,0.39,38.59,211.34,62.82,1.75,4
2915,0.41,37.64,208.86,59.01,1.75,2
2916,0.32,70.7,198.03,52.81,1.74,5
2917,0.4,49.98,209.6,63.42,1.76,3
2918,0.14,45.46,190.02,62.8,1.72,3
2919,0.36,38.07,213.93,50.74,1.72,1
2920,0.14,97.18,182.1,56.43,1.68,5
2921,0.4,61.63,203.92,59.2,1.77,1
2922,0.49,58.44,197.26,63.07,1.76,1
2923,0.37,98.99,196.91,60.78,1.73,5
2924,0.11,83.37,208.41,63.6,1.79,0
2925,0.45,69.16,201.64,53.86,1.67,5
2926,0.38,83.48,211.81,71.53,1.7,3
2927,0.16,99.49,191.1,64.17,1.77,0
2928,0.17,67.54,199.98,52.47,1.7,1
2929,0.13,92.45,189.97,66.48,1.75,0
2930,0.41,37.51,196.81,61.68,1.81,0
2931,0.38,97.21,202.16,61.5,1.79,3
2932,0.14,31.94,195.82,56.67,1.81,3
2933,0.36,33.37,202.89,59.51,1.77,0
2934,0.3,55.01,208.98,54.17,1.78,3
2935,0.42,60.06,209.78,64.67,1.66,2
2936,0.19,76.59,193.43,60.03,1.73,3
2937,0.18,52.67,204.91,62.3,1.75,3
2938,0.16,69.64,186.33,59.23,1.71,5
2939,0.35,87.28,207.66,60.69,1.68,1
2940,0.43,43.79,205.01,64.8,1.79,1
2941,0.19,59.96,202.3,63.93,1.73,4
2942,0.35,67.88,197.25,61.16,1.68,4
2943,0.31,33.61,189.75,64.6,1.72,0
2944,0.31,84.43,206.68,63.07,1.75,2
2945,0.2,40.93,202.75,59.06,1.76,2
2946,0.24,93.74,207.72,59.92,1.76,2
2947,0.36,34.37,207.06,57.89,1.7,4
2948,0.14,46.39,189.27,58.21,1.71,1
2949,0.35,48.99,200.38,68.2,1.76,5
2950,0.15,51.75,185.83,66.7,1.74,3
2951,0.12,98.54,200.79,60.5,1.72,1
2952,0.17,55.11,204.42,57.91,1.72,5
2953,0.33,35.04,195.5,56.44,1.84,3
2954,0.29,95.1,203.96,53.35,1.78,2
2955,0.12,80.77,214.63,56.29,1.74,1
2956,0.47,55.27,204.15,49.43,1.8,0
2957,0.13,99.45,205.35,63.86,1.74,5
2958,0.22,83.58,204.75,65.19,1.79,0
2959,0.31,78.19,195.82,56.07,1.77,1
2960,0.37,79.16,191.25,60.72,1.75,3
2961,0.46,99.43,199.41,61.91,1.76,1
2962,0.49,83.97,207.49,59.53,1.76,5
2963,0.15,71.25,206.96,62.28,1.82,5
2964,0.43,97.96,188.03,53.02,1.7,2
2965,0.2,75.75,195.23,55.29,1.79,1
2966,0.44,84.86,208.77,61.25,1.74,2
2967,0.12,79.34,224.09,53.13,1.76,5
2968,0.34,78.77,207.27,56.76,1.77,3
2969,0.47,64.0,191.33,61.05,1.76,3
2970,0.19,64.08,199.52,57.09,1.64,1
2971,0.5,49.7,211.0,67.84,1.69,2
2972,0.49,53.91,200.76,56.94,1.71,1
2973,0.27,61.98,203.93,55.82,1.79,5
2974,0.17,97.64,198.32,52.33,1.66,2
2975,0.41,48.93,197.09,62.8,1.71,5
2976,0.31,55.33,203.25,60.36,1.74,4
2977,0.14,51.05,198.15,59.89,1.74,3
2978,0.41,88.63,199.75,59.0,1.76,5
2979,0.48,54.66,187.7,65.71,1.77,5
2980,0.34,91.06,210.87,61.72,1.73,3
2981,0.29,74.08,178.92,60.28,1.69,1
2982,0.24,93.35,188.66,67.41,1.73,2
2983,0.38,31.27,203.66,57.06,1.61,0
2984,0.48,93.83,193.71,70.06,1.9,3
2985,0.28,66.41,199.7,61.6,1.73,4
2986,0.27,41.32,189.41,61.2,1.73,2
2987,0.48,98.04,193.01,60.16,1.67,3
2988,0.5,50.61,194.07,60.86,1.76,4
2989,0.27,69.75,193.73,64.3,1.73,4
2990,0.13,73.46,206.4,60.53,1.78,2
2991,0.48,86.48,200.43,62.12,1.82,0
2992,0.37,68.46,189.05,59.98,1.83,5
2993,0.34,50.83,204.08,56.91,1.72,0
2994,0.42,40.41,194.31,53.78,1.78,0
2995,0.19,57.2,202.22,56.93,1.75,3
2996,0.45,76.23,215.34,61.43,1.72,5
2997,0.33,31.24,219.93,60.53,1.82,1
2998,0.35,52.41,207.64,57.34,1.81,2
2999,0.18,57.96,217.05,61.65,1.79,4
3000,0.18,54.64,190.7,64.47,1.77,3
3001,0.15,40.88,191.57,62.91,1.74,4
3002,0.46,80.18,196.27,69.43,1.75,4
3003,0.41,71.87,198.88,64.26,1.76,1
3004,0.38,68.08,204.3,61.58,1.75,1
3005,0.48,73.0,200.33,61.52,1.81,5
3006,0.15,42.95,171.57,59.1,1.7,1
3007,0.44,71.78,193.0,50.18,1.77,2
3008,0.26,95.52,213.7,49.8,1.76,1
3009,0.28,91.12,188.74,62.16,1.75,4
3010,0.16,32.07,210.87,65.15,1.85,1
3011,0.23,46.3,194.57,62.59,1.78,1
3012,0.43,40.53,190.94,61.72,1.71,0
3013,0.32,99.93,191.79,59.24,1.82,4
3014,0.5,36.04,195.75,46.94,1.8,4
3015,0.21,75.1,223.4,55.66,1.78,0
3016,0.29,44.89,212.15,58.46,1.75,4
3017,0.42,88.22,213.31,56.75,1.76,5
3018,0.14,35.05,208.58,65.85,1.76,1
3019,0.46,66.38,184.46,57.77,1.83,0
3020,0.35,54.0,209.76,64.81,1.78,0
3021,0.25,87.93,193.08,62.57,1.78,2
3022,0.45,53.87,194.3,59.58,1.7,3
3023,0.48,90.12,197.94,59.04,1.64,3
3024,0.45,77.2,201.0,57.59,1.7,0
3025,0.4,55.84,204.3,54.41,1.76,0
3026,0.29,71.08,201.95,57.59,1.74,4
3027,0.31,97.19,202.32,56.7,1.72,3
3028,0.46,54.89,186.92,60.43,1.77,2
3029,0.45,49.38,211.37,63.08,1.8,2
3030,0.28,98.94,189.22,64.13,1.75,3
3031,0.3,75.89,202.19,56.95,1.74,5
3032,0.45,98.47,184.01,67.21,1.81,4
3033,0.34,38.9,192.74,57.75,1.75,3
3034,0.48,62.58,217.38,59.02,1.83,5
3035,0.13,58.35,209.69,57.47,1.76,1
3036,0.41,87.93,199.64,59.58,1.75,4
3037,0.38,97.1,204.97,56.91,1.79,4
3038,0.3,49.5,195.41,70.93,1.76,4
3039,0.37,82.98,185.25,54.32,1.66,3
3040,0.2,70.01,196.05,56.06,1.69,5
3041,0.1,47.52,210.63,63.83,1.81,3
3042,0.19,41.49,207.6,60.76,1.77,4
3043,0.22,91.78,201.45,63.09,1.77,5
3044,0.18,99.16,201.24,49.15,1.81,3
3045,0.21,37.17,207.02,67.33,1.73,1
3046,0.37,38.21,198.17,66.17,1.74,2
3047,0.2,80.44,192.96,55.94,1.73,0
3048,0.22,35.44,210.49,60.91,1.71,2
3049,0.49,56.05,191.84,56.01,1.7,0
3050,0.16,50.08,196.34,62.85,1.7,3
3051,0.4,86.86,196.52,55.98,1.82,0
3052,0.15,91.17,205.57,56.04,1.72,5
3053,0.24,34.52,206.85,60.45,1.71,4
3054,0.42,61.02,217.13,60.17,1.76,3
3055,0.21,76.24,209.98,63.49,1.74,2
3056,0.37,37.56,212.97,59.43,1.77,5
3057,0.29,99.82,213.64,62.68,1.77,2
3058,0.36,42.23,182.41,59.91,1.69,3
3059,0.4,88.11,193.04,61.89,1.65,4
3060,0.14,92.78,210.33,57.83,1.8,2
3061,0.14,65.03,204.46,50.46,1.78,5
3062,0.42,35.32,204.76,62.89,1.72,0
3063,0.34,49.2,187.55,57.57,1.71,5
3064,0.22,92.45,189.22,59.7,1.78,3
3065,0.22,60.41,193.38,63.64,1.76,1
3066,0.45,31.0,186.7,55.09,1.76,3
3067,0.33,33.45,198.82,63.17,1.73,3
3068,0.16,94.18,203.56,64.13,1.81,0
3069,0.24,51.19,199.98,60.68,1.84,1
3070,0.34,95.12,202.53,65.86,1.74,0
3071,0.31,93.1,190.6,63.36,1.77,0
3072,0.15,81.14,214.78,58.8,1.76,5
3073,0.23,68.95,207.97,51.69,1.77,3
3074,0.15,78.61,190.73,62.11,1.78,1
3075,0.47,62.64,183.42,53.09,1.79,0
3076,0.27,95.34,201.97,64.81,1.71,2
3077,0.41,58.94,207.4,60.21,1.84,1
3078,0.39,46.51,192.14,62.76,1.76,4
3079,0.21,67.85,211.43,60.62,1.81,4
3080,0.42,94.65,183.59,58.81,1.78,4
3081,0.31,41.51,197.12,54.11,1.76,2
3082,0.25,57.96,212.04,61.52,1.78,5
3083,0.43,78.12,183.94,53.05,1.72,2
3084,0.43,61.65,201.12,50.98,1.77,3
3085,0.37,85.66,204.4,57.64,1.73,5
3086,0.27,85.54,194.83,56.22,1.74,0
3087,0.34,32.99,182.07,63.49,1.81,5
3088,0.22,98.84,190.7,52.81,1.77,2
3089,0.43,33.26,202.93,60.9,1.76,2
3090,0.38,70.67,191.17,56.5,1.77,1
3091,0.2,88.15,205.15,66.79,1.76,3
3092,0.1,44.15,207.33,61.46,1.76,4
3093,0.34,76.99,204.69,60.67,1.84,1
3094,0.41,84.39,204.19,62.78,1.82,1
3095,0.17,97.86,193.17,61.21,1.7,3
3096,0.44,72.63,211.61,68.96,1.68,2
3097,0.38,55.54,210.23,52.74,1.68,4
3098,0.45,86.06,196.39,67.01,1.69,4
3099,0.18,79.98,194.82,59.29,1.66,3
3100,0.46,57.72,183.71,53.41,1.7,0
3101,0.13,76.99,203.17,54.14,1.77,1
3102,0.14,65.72,186.61,68.32,1.85,1
3103,0.2,52.73,197.94,51.33,1.79,0
3104,0.37,57.4,218.57,62.46,1.81,1
3105,0.3,84.84,201.77,51.3,1.7,3
3106,0.19,55.92,203.12,57.57,1.8,0
3107,0.2,40.31,195.67,52.45,1.66,3
3108,0.33,66.74,184.43,67.2,1.78,3
3109,0.25,57.47,198.11,66.72,1.76,0
3110,0.16,58.07,206.15,61.04,1.75,0
3111,0.44,71.77,200.72,68.54,1.83,1
3112,0.43,62.91,187.38,58.82,1.81,0
3113,0.27,51.55,185.52,59.24,1.75,4
3114,0.46,32.57,198.9,57.95,1.67,3
3115,0.37,47.0,197.86,63.82,1.79,1
3116,0.11,84.62,189.6,70.43,1.7,5
3117,0.42,96.31,204.7,52.15,1.69,3
3118,0.34,80.5,207.5,60.01,1.74,3
3119,0.36,57.61,203.86,64.31,1.77,2
3120,0.29,94.84,185.86,62.35,1.76,0
3121,0.34,92.27,193.81,62.33,1.7,3
3122,0.5,98.43,184.12,57.17,1.76,3
3123,0.18,99.56,205.65,51.45,1.77,1
3124,0.11,76.18,181.06,51.18,1.73,3
3125,0.36,99.11,214.35,64.46,1.76,2
3126,0.12,61.07,191.22,57.64,1.84,4
3127,0.3,69.38,201.65,61.06,1.72,0
3128,0.21,75.82,215.17,63.6,1.71,2
3129,0.17,81.17,210.15,53.02,1.73,4
3130,0.19,93.11,188.16,61.84,1.72,1
3131,0.16,52.78,207.58,62.35,1.91,3
3132,0.34,49.26,206.63,66.98,1.8,4
3133,0.22,99.67,199.95,58.26,1.68,2
3134,0.31,45.9,184.17,54.5,1.7,1
3135,0.41,81.31,194.86,68.11,1.77,0
3136,0.26,42.16,194.22,64.93,1.74,2
3137,0.49,49.36,208.72,55.55,1.65,2
3138,0.38,87.17,203.37,55.95,1.78,5
3139,0.48,90.15,197.3,59.42,1.76,3
3140,0.34,38.33,191.39,58.23,1.8,1
3141,0.21,46.99,221.36,61.29,1.67,0
3142,0.24,75.68,218.35,63.46,1.73,5
3143,0.36,88.46,205.09,56.9,1.73,3
3144,0.38,88.39,187.96,58.73,1.73,2
3145,0.3,84.64,196.61,61.87,1.78,4
3146,0.47,75.18,204.22,61.05,1.72,0
3147,0.25,38.84,202.1,57.44,1.73,3
3148,0.43,50.46,193.56,63.0,1.7,0
3149,0.41,95.11,206.37,60.43,1.78,2
3150,0.42,80.87,203.05,64.86,1.79,5
3151,0.12,90.35,200.78,58.48,1.72,4
3152,0.49,49.07,209.72,59.89,1.75,4
3153,0.39,49.91,219.64,48.87,1.81,3
3154,0.25,80.52,217.03,54.05,1.84,0
3155,0.47,85.84,209.41,53.59,1.72,1
3156,0.33,43.41,192.19,69.63,1.74,4
3157,0.47,46.88,211.29,62.46,1.72,1
3158,0.49,87.69,222.29,64.78,1.75,0
3159,0.25,78.44,212.88,56.93,1.8,2
3160,0.23,64.23,200.9,60.08,1.67,3
3161,0.5,71.7,195.22,58.61,1.79,1
3162,0.47,55.66,196.84,56.68,1.74,4
3163,0.44,69.09,210.71,57.65,1.63,0
3164,0.19,51.83,187.99,57.03,1.81,1
3165,0.34,53.83,195.28,58.26,1.78,0
3166,0.43,50.81,201.6,60.68,1.78,4
3167,0.48,65.54,185.73,56.32,1.75,3
3168,0.26,43.13,198.96,66.67,1.81,2
3169,0.42,45.05,213.18,57.17,1.73,0
3170,0.15,41.36,215.21,64.35,1.69,3
3171,0.15,44.63,194.73,65.06,1.67,5
3172,0.39,73.91,192.36,65.15,1.69,3
3173,0.19,51.4,207.39,60.15,1.68,5
3174,0.33,88.58,189.77,58.53,1.78,5
3175,0.4,89.0,201.52,59.81,1.69,2
3176,0.18,56.14,208.46,57.96,1.7,5
3177,0.4,93.22,195.62,62.29,1.75,2
3178,0.16,41.59,212.04,61.67,1.71,1
3179,0.17,57.74,204.13,58.67,1.73,3
3180,0.45,58.4,183.38,56.22,1.82,4
3181,0.11,94.79,208.32,59.83,1.59,5
3182,0.46,58.48,203.7,42.95,1.7,1
3183,0.33,96.7,208.32,52.81,1.78,3
3184,0.4,80.47,200.52,57.07,1.75,0
3185,0.19,49.28,191.75,56.56,1.78,1
3186,0.17,76.8,202.9,58.2,1.84,4
3187,0.18,45.49,213.49,53.39,1.81,5
3188,0.31,91.49,233.06,62.31,1.76,1
3189,0.29,69.3,197.39,64.39,1.7,2
3190,0.45,89.81,205.65,49.19,1.79,0
3191,0.26,33.74,194.39,64.4,1.84,2
3192,0.23,54.65,204.1,61.97,1.74,5
3193,0.32,81.39,190.27,65.56,1.64,2
3194,0.42,72.59,198.92,62.81,1.74,1
3195,0.3,63.33,194.63,57.59,1.71,1
3196,0.37,67.72,198.22,54.04,1.72,3
3197,0.48,87.31,193.26,63.07,1.85,3
3198,0.21,41.12,208.64,55.6,1.74,3
3199,0.37,82.49,189.54,55.34,1.75,5
3200,0.32,40.75,211.1,58.43,1.83,5
3201,0.28,69.78,198.08,60.57,1.77,4
3202,0.35,31.81,190.53,59.88,1.71,0
3203,0.2,85.82,200.74,59.2,1.76,0
3204,0.38,56.23,198.4,59.03,1.7,0
3205,0.48,70.39,196.51,60.15,1.79,2
3206,0.47,88.59,203.51,62.16,1.75,3
3207,0.21,32.81,205.82,56.92,1.78,2
3208,0.28,52.33,201.66,62.26,1.74,1
3209,0.49,74.38,209.12,55.14,1.71,0
3210,0.41,57.94,213.95,51.96,1.88,5
3211,0.17,43.82,184.14,54.82,1.77,5
3212,0.37,87.41,200.1,80.84,1.86,0
3213,0.37,88.15,191.75,66.32,1.69,1
3214,0.27,89.9,193.45,68.24,1.73,2
3215,0.27,98.22,223.77,62.73,1.73,5
3216,0.46,68.02,183.91,49.79,1.7,2
3217,0.32,58.35,192.57,52.19,1.71,5
3218,0.21,65.83,219.32,70.61,1.81,2
3219,0.28,58.63,218.51,54.17,1.65,5
3220,0.26,72.21,210.53,52.35,1.73,3
3221,0.47,57.66,188.0,64.3,1.79,1
3222,0.11,68.04,199.48,63.75,1.87,2
3223,0.42,31.76,197.19,69.28,1.75,3
3224,0.4,32.89,194.03,59.53,1.72,4
3225,0.48,32.16,190.18,57.84,1.87,1
3226,0.19,30.16,201.02,54.57,1.84,5
3227,0.47,64.67,193.46,67.07,1.81,2
3228,0.33,38.86,195.29,57.3,1.68,1
3229,0.13,89.95,190.3,61.3,1.72,3
3230,0.34,88.12,193.75,59.42,1.71,4
3231,0.4,88.09,197.66,51.2,1.8,1
3232,0.3,36.13,206.2,60.02,1.8,4
3233,0.49,44.38,215.98,59.01,1.81,0
3234,0.27,49.75,189.27,59.79,1.74,0
3235,0.19,31.72,202.8,59.44,1.73,3
3236,0.34,73.65,201.79,69.36,1.78,3
3237,0.23,49.45,189.51,52.45,1.8,1
3238,0.25,45.07,197.48,51.47,1.75,4
3239,0.16,55.26,205.93,50.46,1.74,0
3240,0.43,66.09,209.07,63.33,1.71,2
3241,0.23,35.88,196.75,59.48,1.68,4
3242,0.23,73.45,197.76,58.66,1.79,2
3243,0.12,59.48,207.97,60.04,1.79,5
3244,0.42,32.46,199.7,66.73,1.78,5
3245,0.41,92.15,203.85,58.82,1.71,1
3246,0.4,67.52,201.56,55.63,1.7,1
3247,0.44,42.98,206.56,59.4,1.67,5
3248,0.12,94.36,191.66,63.77,1.75,3
3249,0.13,71.66,206.56,61.71,1.73,3
3250,0.11,92.57,189.64,58.5,1.74,2
3251,0.31,64.88,191.57,56.79,1.79,3
3252,0.49,64.25,210.14,55.25,1.78,2
3253,0.3,96.69,197.38,56.7,1.8,0
3254,0.49,34.79,200.89,59.0,1.67,3
3255,0.15,90.66,212.54,51.92,1.69,4
3256,0.42,72.44,195.77,72.46,1.72,5
3257,0.22,98.75,198.64,57.94,1.77,3
3258,0.19,46.74,227.17,57.11,1.65,5
3259,0.4,63.11,190.03,65.42,1.73,0
3260,0.31,44.34,190.64,65.33,1.73,3
3261,0.2,51.13,198.74,57.32,1.72,2
3262,0.23,46.2,194.01,58.75,1.79,1
3263,0.41,83.74,196.27,57.39,1.73,3
3264,0.41,73.98,200.12,51.97,1.74,1
3265,0.42,53.84,201.43,70.29,1.71,5
3266,0.12,91.18,188.25,63.47,1.74,0
3267,0.47,34.88,196.2,63.7,1.8,5
