machineID,spindle_speed [RPM],feed_rate [mm/min],tool_temperature [°C],vibration_level [m/s²],power_consumption [kW],tool_wear [min],failure_type
2924,1159.84,176.46,585067.1,1.69,4.78,0.0,1
2925,1256.2,112.55,585265.26,1.02,6.39,0.0,1
2926,1099.21,188.77,585465.13,1.16,4.12,0.0,4
2927,1132.41,272.03,585663.92,1.43,4.58,0.0,2
2928,1158.68,297.61,585860.19,1.37,5.69,0.0,4
2929,1215.33,215.51,586063.31,1.41,4.26,0.0,2
2930,1269.41,179.25,586274.23,1.47,4.97,0.0,3
2931,1167.13,212.13,586479.84,1.95,4.75,0.0,2
2932,1266.4,176.67,586689.84,1.37,5.07,0.0,5
2933,1282.21,157.53,586881.97,1.36,5.15,0.0,0
2934,1178.68,247.06,587081.88,1.55,5.54,0.0,2
2935,1075.43,141.77,587277.84,1.52,4.58,0.0,2
2936,1082.88,123.18,587482.59,1.45,3.46,0.0,5
2937,1259.17,264.24,587677.22,1.59,4.98,0.0,0
2938,1152.38,110.69,587882.17,1.18,4.96,0.0,1
2939,1028.74,117.13,588089.54,2.1,4.89,0.0,2
2940,1261.3,187.39,588290.1,1.73,5.07,0.0,2
2941,1212.96,299.96,588491.97,1.53,5.21,0.0,3
2942,1059.4,121.41,588689.46,1.54,5.04,0.0,5
2943,1317.94,175.89,588892.87,1.38,5.14,0.0,5
2944,1283.66,119.78,589094.47,1.54,4.77,0.0,2
2945,1213.87,188.24,589295.69,1.45,4.98,0.0,3
2946,1072.57,168.27,589491.67,1.25,4.83,0.0,0
2947,1059.77,225.64,589692.81,1.06,5.22,0.0,2
2948,1169.29,291.21,589889.52,1.47,4.87,0.0,2
2949,1028.61,139.44,590098.92,1.62,4.78,0.0,3
2950,1240.51,235.96,590295.28,1.41,4.0,0.0,5
2951,1058.92,289.72,590497.9,0.96,5.46,0.0,4
2952,1216.49,259.66,590699.76,1.46,5.08,0.0,3
2953,1171.19,273.11,590903.6,1.69,5.03,0.0,4
2954,1271.18,184.01,591107.24,1.3,4.34,0.0,3
2955,1106.21,294.58,591299.02,1.27,5.05,0.0,0
2956,1227.37,146.52,591492.24,1.56,4.73,0.0,1
2957,1060.52,136.17,591687.48,1.53,4.73,0.0,0
2958,1279.55,287.61,591891.11,1.49,4.94,0.0,3
2959,1188.5,167.51,592089.86,1.52,5.51,0.0,3
2960,1249.59,203.41,592288.19,1.83,4.6,0.0,0
2961,1067.95,245.11,592487.67,1.4,3.79,0.0,5
2962,1249.91,299.05,592679.87,1.6,5.39,0.0,2
2963,1230.62,133.02,592879.6,1.53,4.78,0.0,0
2964,1236.37,255.46,593085.74,1.67,5.32,0.0,5
2965,1231.26,150.74,593275.85,1.4,4.3,0.0,3
2966,1180.65,174.6,593469.43,1.78,4.67,0.0,3
2967,1324.13,209.95,593674.92,1.89,6.08,0.0,5
2968,1184.41,119.91,593874.51,1.2,5.55,0.0,3
2969,1126.08,280.34,594073.89,1.54,4.94,0.0,1
2970,1194.13,194.54,594280.01,1.7,4.75,0.0,4
2971,1104.95,194.46,594484.09,1.53,4.68,0.0,2
2972,1153.6,194.1,594689.95,1.37,5.03,0.0,5
2973,1182.28,117.28,594887.52,1.56,4.53,0.0,2
2974,1162.04,134.79,595097.85,1.54,4.34,0.0,4
2975,1219.94,155.72,595292.54,1.53,4.5,0.0,3
2976,1394.58,217.54,595495.03,1.45,4.9,0.0,5
2977,1257.09,299.22,595695.97,1.42,5.37,0.0,0
2978,1307.23,173.54,595895.17,1.39,4.76,0.0,5
2979,1149.63,269.65,596096.66,1.24,5.24,0.0,0
2980,1141.3,102.76,596288.03,1.58,4.27,0.0,2
2981,1162.18,254.62,596481.62,1.37,5.42,0.0,4
2982,1285.29,192.3,596678.89,1.32,5.69,0.0,1
2983,985.19,233.23,596875.54,1.5,4.44,0.0,3
2984,1096.68,188.32,597077.97,1.23,5.78,0.0,4
2985,1210.23,173.08,597284.48,1.21,5.18,0.0,2
2986,1177.59,279.77,597484.19,1.74,4.76,0.0,1
2987,1396.77,219.93,597689.62,1.33,5.19,0.0,3
2988,1244.77,121.43,597890.7,1.27,5.3,0.0,0
2989,1133.78,111.36,598086.38,2.01,5.34,0.0,0
2990,1042.24,123.7,598286.39,1.22,5.26,0.0,0
2991,1165.94,137.7,598484.39,1.32,4.98,0.0,5
2992,1069.68,140.68,598688.75,1.52,6.02,0.0,4
2993,1246.68,291.52,598894.0,1.3,4.74,0.0,5
2994,1216.11,126.04,599100.06,1.1,5.05,0.0,4
2995,1232.0,242.83,599305.46,1.23,4.51,0.0,5
2996,1407.92,279.03,599505.91,1.49,4.68,0.0,0
2997,1109.25,186.52,599707.74,1.62,5.56,0.0,4
2998,1180.76,251.94,599910.87,1.65,4.59,0.0,0
2999,1078.75,262.5,600107.26,1.41,5.51,0.0,4
3000,1191.94,190.53,600306.79,1.86,4.69,0.0,3
3001,1359.33,252.89,600519.76,1.7,5.18,0.0,3
3002,1256.87,102.96,600716.52,1.45,5.6,0.0,0
3003,1188.55,132.2,600916.08,1.56,5.41,0.0,0
3004,1225.16,226.1,601110.23,1.43,4.46,0.0,4
3005,1078.91,159.27,601306.36,1.78,5.93,0.0,3
3006,1160.63,157.36,601505.41,1.48,5.02,0.0,3
3007,1208.53,178.48,601707.72,1.48,4.4,0.0,3
3008,1209.94,168.73,601907.15,1.35,5.0,0.0,0
3009,1046.94,156.63,602101.86,1.57,4.82,0.0,4
3010,1232.76,186.04,602300.03,1.53,5.33,0.0,2
3011,1227.92,192.9,602495.36,1.32,4.95,0.0,4
3012,1162.29,228.54,602702.41,1.27,4.51,0.0,3
3013,1200.42,216.28,602904.24,1.34,5.15,0.0,5
3014,1051.65,132.45,603103.34,1.69,4.64,0.0,3
3015,1052.02,257.13,603299.2,1.63,5.36,0.0,4
3016,1213.47,294.38,603496.91,1.61,5.44,0.0,0
3017,1133.23,161.01,603694.23,1.98,4.97,0.0,0
3018,1198.84,276.45,603895.2,1.51,4.61,0.0,1
3019,1283.95,227.84,604094.35,1.44,4.37,0.0,3
3020,1182.61,175.22,604288.86,1.86,4.65,0.0,3
3021,918.93,271.83,604497.46,1.63,5.27,0.0,3
3022,1184.93,273.23,604692.49,1.52,4.29,0.0,5
3023,1151.9,196.78,604892.52,1.9,4.43,0.0,0
3024,1176.53,256.99,605093.61,1.69,5.21,0.0,2
3025,1289.97,215.97,605290.97,1.74,4.89,0.0,1
3026,1042.15,131.3,605484.73,2.03,4.93,0.0,0
3027,1224.4,214.56,605682.62,0.9,6.47,0.0,4
3028,1357.03,179.11,605878.57,1.46,4.32,0.0,4
3029,1137.41,228.1,606086.43,1.68,5.24,0.0,3
3030,1247.23,267.55,606290.36,1.0,5.89,0.0,4
3031,1296.63,238.62,606481.75,1.26,5.47,0.0,0
3032,1221.02,162.26,606684.65,1.62,4.74,0.0,4
3033,1131.49,108.73,606885.18,1.61,5.29,0.0,0
3034,1129.05,170.94,607082.51,1.68,4.22,0.0,2
3035,1274.38,136.48,607271.69,1.5,5.15,0.0,1
3036,1259.21,249.11,607473.97,1.47,4.71,0.0,5
3037,1121.35,101.81,607671.19,1.66,5.05,0.0,1
3038,1082.35,214.31,607867.1,1.48,4.08,0.0,3
3039,1071.92,113.49,608065.4,1.68,4.96,0.0,3
3040,1366.17,143.49,608265.7,1.4,5.74,0.0,4
3041,1193.21,177.78,608458.14,1.64,5.71,0.0,0
3042,1436.02,194.24,608664.02,1.77,4.75,0.0,1
3043,1255.55,106.86,608862.81,1.95,4.19,0.0,5
3044,1243.95,112.07,609058.38,1.3,4.95,0.0,5
3045,1230.63,247.32,609259.38,1.75,4.8,0.0,0
3046,1299.91,157.52,609459.69,1.34,4.61,0.0,0
3047,1103.39,206.74,609648.3,2.01,5.97,0.0,5
3048,1416.0,198.7,609839.68,1.51,5.23,0.0,4
3049,1189.97,194.85,610037.85,1.36,4.69,0.0,3
3050,1129.66,247.8,610229.95,1.59,5.2,0.0,4
3051,1230.26,212.04,610425.31,1.66,5.1,0.0,0
3052,1309.23,201.61,610616.18,1.19,4.93,0.0,1
3053,1099.24,130.01,610811.69,1.71,4.96,0.0,1
3054,1256.69,137.38,611013.11,1.69,6.17,0.0,4
3055,1128.36,283.9,611222.72,1.5,4.91,0.0,1
3056,1149.37,147.7,611421.93,1.38,4.62,0.0,4
3057,1151.05,141.73,611619.27,1.55,4.8,0.0,2
3058,1276.35,137.15,611811.14,1.63,4.89,0.0,3
3059,1089.09,201.68,612011.22,1.28,5.46,0.0,3
3060,1219.26,259.59,612206.66,1.36,5.24,0.0,0
3061,1165.66,247.56,612405.83,1.73,4.27,0.0,0
3062,1115.28,126.81,612603.68,1.71,5.41,0.0,4
3063,1078.65,123.56,612800.65,1.27,4.72,0.0,0
3064,1079.71,244.48,612996.64,1.62,4.8,0.0,4
3065,1036.62,214.85,613203.18,1.71,4.76,0.0,1
3066,1289.62,109.07,613397.11,0.96,4.68,0.0,3
3067,1175.83,254.45,613596.85,1.72,5.45,0.0,1
3068,1215.87,205.47,613793.49,1.42,5.32,0.0,3
3069,1317.82,162.68,613989.81,1.61,5.79,0.0,3
3070,1077.99,137.54,614196.88,1.57,5.29,0.0,0
3071,1105.85,272.37,614402.46,1.21,4.69,0.0,0
3072,1225.47,256.92,614596.52,1.55,5.25,0.0,3
3073,1017.59,205.13,614797.7,1.58,5.24,0.0,1
3074,1142.13,160.78,614996.58,1.45,5.56,0.0,0
3075,1107.51,130.58,615197.81,1.35,4.9,0.0,0
3076,1232.95,116.19,615398.37,1.58,5.28,0.0,5
3077,1157.42,247.97,615599.54,1.48,5.61,0.0,1
3078,1400.81,148.37,615796.92,1.32,4.7,0.0,4
3079,1293.79,175.7,615986.2,1.85,4.73,0.0,3
3080,1114.68,120.19,616184.98,1.29,4.98,0.0,4
3081,1161.27,285.73,616378.75,1.76,5.41,0.0,4
3082,1165.24,245.92,616581.09,1.32,5.09,0.0,4
3083,1530.66,276.39,616777.32,1.39,5.32,0.0,2
3084,1048.98,108.33,616980.13,1.8,5.3,0.0,1
3085,1220.35,115.83,617186.82,1.36,3.19,0.0,3
3086,991.56,154.0,617390.46,1.8,5.16,0.0,1
3087,1199.31,101.64,617599.44,1.7,5.89,0.0,2
3088,1390.99,135.53,617800.91,1.4,4.71,0.0,2
3089,1159.15,160.13,618004.51,0.97,5.65,0.0,4
3090,1310.46,139.69,618209.21,1.4,6.18,0.0,1
3091,1193.39,225.63,618406.16,1.58,5.32,0.0,0
3092,1157.75,177.05,618608.73,1.53,4.94,0.0,3
3093,1174.83,146.02,618817.08,1.75,4.78,0.0,2
3094,1141.31,203.36,619025.85,1.54,5.88,0.0,0
3095,1137.39,154.45,619231.91,1.65,4.63,0.0,5
3096,1066.98,217.85,619436.38,1.76,5.67,0.0,3
3097,1350.68,196.48,619631.94,1.53,4.44,0.0,5
3098,1160.69,118.1,619825.13,1.54,5.03,0.0,5
3099,1229.38,180.55,620024.07,1.42,5.3,0.0,0
3100,1112.35,126.57,620221.02,1.38,4.56,0.0,2
3101,1311.7,161.19,620420.17,0.84,4.44,0.0,3
3102,1172.64,209.94,620620.99,1.36,4.95,0.0,3
3103,1190.9,220.11,620820.28,1.33,5.55,0.0,5
3104,1017.1,245.29,621022.05,1.29,4.94,0.0,4
3105,1239.6,231.2,621216.92,1.71,4.61,0.0,0
3106,1381.15,189.86,621417.41,1.57,4.86,0.0,4
3107,1113.09,251.79,621616.43,1.5,4.25,0.0,2
3108,1154.18,105.64,621820.19,1.49,5.14,0.0,2
3109,1086.17,289.48,622020.63,1.49,5.6,0.0,4
3110,1212.92,147.95,622218.3,1.59,3.65,0.0,0
3111,1206.4,238.89,622415.88,1.89,5.08,0.0,4
3112,1270.51,159.49,622621.12,1.83,5.04,0.0,1
3113,1255.15,238.06,622810.36,1.67,4.52,0.0,0
3114,1118.75,193.6,623012.42,1.9,5.21,0.0,5
3115,1222.49,150.42,623213.6,1.18,4.89,0.0,3
3116,1167.17,282.66,623417.93,1.84,4.75,0.0,1
3117,1090.9,146.73,623617.5,1.66,5.19,0.0,1
3118,1187.31,116.43,623810.69,1.47,5.24,0.0,3
3119,1580.17,110.44,624012.45,1.41,5.13,0.0,4
3120,1431.52,163.27,624215.88,1.31,4.32,0.0,2
3121,1213.98,128.05,624414.31,1.46,4.23,0.0,5
3122,1373.89,151.66,624615.25,1.31,5.1,0.0,5
3123,1195.46,298.39,624817.3,1.29,4.3,0.0,3
3124,1194.69,196.52,625020.14,1.57,4.54,0.0,4
3125,1005.04,227.88,625222.99,1.47,4.72,0.0,1
3126,1103.99,285.31,625431.09,1.33,4.03,0.0,4
3127,1121.65,105.27,625630.29,1.5,4.62,0.0,1
3128,1210.75,189.52,625829.76,1.59,4.9,0.0,2
3129,1201.4,261.91,626023.99,1.32,4.45,0.0,0
3130,1142.11,276.65,626227.04,1.63,5.98,0.0,0
3131,1141.12,269.42,626423.47,1.73,5.25,0.0,3
3132,1183.38,173.71,626614.84,1.81,5.11,0.0,2
3133,1061.86,143.72,626818.83,1.48,5.37,0.0,1
3134,1138.74,255.29,627015.2,1.48,5.79,0.0,4
3135,1161.87,152.35,627216.04,1.62,4.99,0.0,5
3136,1075.11,136.56,627411.86,1.44,4.62,0.0,3
3137,1166.98,116.18,627618.1,1.32,5.3,0.0,0
3138,1116.52,201.3,627813.55,1.47,5.39,0.0,4
3139,1323.54,284.66,628005.97,1.16,5.29,0.0,1
3140,1175.62,159.0,628205.19,1.34,5.14,0.0,0
3141,1181.05,253.24,628403.49,1.4,4.39,0.0,3
3142,1242.8,118.33,628602.69,1.91,5.04,0.0,3
3143,1255.7,133.98,628801.78,1.26,5.37,0.0,5
3144,1026.38,161.7,628999.06,1.54,5.29,0.0,4
3145,1162.32,155.61,629206.05,1.14,5.54,0.0,4
3146,1109.1,208.04,629411.26,1.54,5.26,0.0,0
3147,1185.48,113.06,629610.04,1.67,5.39,0.0,3
3148,1146.37,264.91,629824.78,1.53,5.49,0.0,5
3149,1215.71,193.32,630019.42,1.53,5.08,0.0,0
3150,1101.95,216.12,630212.96,1.6,5.22,0.0,2
3151,1143.22,168.84,630415.28,1.56,4.34,0.0,1
3152,1140.88,121.82,630620.44,1.51,4.24,0.0,0
3153,1308.26,144.17,630819.47,1.72,5.24,0.0,1
3154,1236.8,142.56,631021.5,1.72,4.86,0.0,0
3155,1236.89,155.81,631225.58,1.2,5.78,0.0,4
3156,1171.37,286.47,631422.34,1.13,5.19,0.0,1
3157,1161.53,149.09,631628.56,1.6,4.84,0.0,4
3158,1256.1,184.08,631830.06,1.44,5.47,0.0,0
3159,1277.74,209.27,632035.9,1.33,5.46,0.0,0
3160,1201.51,121.74,632232.73,1.26,5.65,0.0,0
3161,1314.16,140.07,632427.75,2.04,5.22,0.0,4
3162,1327.42,205.62,632633.23,1.33,4.73,0.0,0
3163,1033.53,114.56,632840.19,1.46,6.06,0.0,1
3164,1243.04,113.13,633039.12,1.57,5.23,0.0,5
3165,1195.74,178.96,633239.14,1.81,4.64,0.0,0
3166,1238.83,198.22,633439.4,1.52,4.83,0.0,0
3167,1311.6,130.59,633640.92,1.45,4.8,0.0,3
3168,1107.95,259.91,633843.51,1.01,4.98,0.0,4
3169,1037.97,227.96,634043.45,1.24,5.57,0.0,5
3170,1310.62,267.87,634242.98,1.54,5.23,0.0,5
3171,1100.15,177.05,634444.45,1.69,4.89,0.0,4
3172,1131.38,265.19,634651.02,1.94,5.59,0.0,3
3173,1220.46,106.34,634853.45,1.71,4.74,0.0,4
3174,1131.39,105.21,635048.95,1.61,4.61,0.0,4
3175,1040.78,116.9,635245.36,1.41,4.5,0.0,1
3176,1203.42,192.98,635444.56,1.5,4.9,0.0,3
3177,1121.85,210.48,635646.98,1.4,5.39,0.0,1
3178,1259.79,281.62,635841.47,1.33,5.18,0.0,0
3179,1149.39,268.23,636041.9,1.57,4.82,0.0,3
3180,1131.16,189.95,636244.74,1.54,4.8,0.0,0
3181,1179.0,215.72,636446.08,1.79,5.53,0.0,5
3182,1305.22,171.41,636648.48,1.63,5.52,0.0,2
3183,1290.79,206.46,636844.92,1.48,5.74,0.0,1
3184,1090.68,115.86,637045.92,1.65,4.15,0.0,2
3185,1479.97,203.47,637241.75,1.58,4.46,0.0,3
3186,1167.42,158.36,637438.15,1.56,4.19,0.0,4
3187,1084.76,148.46,637640.78,1.75,5.07,0.0,4
3188,1288.82,166.56,637840.83,1.81,4.82,0.0,5
3189,1163.83,173.34,638043.04,1.47,5.44,0.0,0
3190,1415.37,227.19,638245.41,1.38,5.25,0.0,1
3191,1284.74,265.73,638442.72,1.66,5.04,0.0,3
3192,1180.13,137.06,638650.98,1.26,4.4,0.0,3
3193,1357.53,143.4,638849.51,1.16,4.93,0.0,0
3194,1284.91,220.22,639047.06,1.71,5.16,0.0,3
3195,1077.11,244.9,639253.43,1.65,5.0,0.0,1
3196,1288.84,190.1,639459.33,1.5,4.53,0.0,0
3197,1148.35,239.38,639658.35,1.46,5.14,0.0,4
3198,1191.67,190.15,639860.76,1.26,4.84,0.0,3
3199,1213.11,278.67,640048.89,1.38,5.2,0.0,3
3200,1112.09,246.44,640250.34,1.6,4.52,0.0,4
3201,1066.67,195.02,640453.38,1.63,4.55,0.0,3
3202,1236.78,173.97,640645.28,1.55,5.17,0.0,1
3203,1061.18,180.13,640851.85,1.34,5.44,0.0,5
3204,942.48,259.8,641055.02,1.52,5.32,0.0,1
3205,1116.39,161.06,641252.93,1.48,5.39,0.0,5
3206,1233.11,128.74,641450.49,0.91,5.56,0.0,3
3207,1173.01,107.47,641653.52,1.49,4.03,0.0,5
3208,1326.71,144.5,641858.28,1.5,4.78,0.0,5
3209,1218.38,271.28,642055.08,1.36,6.45,0.0,0
3210,1123.37,297.48,642262.57,1.63,4.56,0.0,0
3211,1156.04,134.72,642451.63,1.68,4.49,0.0,3
3212,1056.35,235.42,642647.0,1.28,5.81,0.0,3
3213,1308.58,134.08,642838.52,1.43,4.64,0.0,3
3214,1061.89,164.19,643046.29,1.44,5.0,0.0,2
3215,1107.96,231.39,643251.83,1.37,5.32,0.0,4
3216,1183.97,178.22,643453.88,1.83,5.59,0.0,2
3217,1200.24,228.52,643655.67,1.7,4.94,0.0,5
3218,1049.73,148.59,643855.79,1.64,5.42,0.0,5
3219,1109.45,269.23,644061.51,1.49,5.64,0.0,2
3220,1226.5,207.04,644269.7,1.08,4.92,0.0,1
3221,1312.97,189.74,644470.22,1.67,4.52,0.0,1
3222,1234.9,289.67,644676.17,1.52,5.84,0.0,5
3223,1197.42,170.33,644872.67,1.49,5.33,0.0,5
3224,1043.76,269.38,645070.63,1.23,4.67,0.0,4
3225,1138.27,113.51,645276.33,1.43,5.53,0.0,5
3226,1252.15,199.82,645480.57,1.64,5.48,0.0,1
3227,1308.09,276.67,645676.44,1.88,5.63,0.0,0
3228,1288.94,297.01,645882.52,1.6,4.88,0.0,0
3229,1213.81,256.42,646081.6,1.76,5.83,0.0,0
3230,1320.46,131.56,646284.29,1.18,4.78,0.0,0
3231,1488.15,228.25,646484.36,1.51,5.39,0.0,5
3232,1140.61,174.07,646676.24,1.71,4.85,0.0,4
3233,1123.69,153.02,646874.34,1.26,4.78,0.0,0
3234,1351.85,103.29,647070.09,1.65,5.32,0.0,3
3235,1223.55,250.41,647263.66,1.62,4.22,0.0,5
3236,1211.23,213.11,647454.63,1.4,3.96,0.0,3
3237,1239.24,105.05,647660.13,1.03,5.34,0.0,3
3238,1134.55,203.28,647856.66,1.55,5.66,0.0,4
3239,1096.52,238.88,648055.62,1.5,4.81,0.0,3
3240,1122.29,234.74,648255.65,1.45,5.26,0.0,1
3241,1324.59,218.68,648450.53,1.4,5.99,0.0,0
3242,1056.34,120.3,648643.18,1.31,4.63,0.0,1
3243,1249.87,142.96,648850.9,1.73,5.34,0.0,1
3244,1144.23,279.34,649053.55,1.44,4.55,0.0,3
3245,1164.66,107.59,649257.2,1.38,4.69,0.0,2
3246,1274.3,261.94,649459.47,1.69,4.54,0.0,1
3247,1284.4,164.13,649660.31,1.63,4.33,0.0,1
3248,1234.3,166.67,649868.32,1.07,4.54,0.0,3
3249,1012.69,207.22,650063.39,1.33,4.33,0.0,2
3250,1357.1,214.84,650255.03,1.86,3.97,0.0,4
3251,1331.02,180.84,650460.93,1.76,4.68,0.0,2
3252,1209.14,218.47,650669.84,1.65,4.96,0.0,2
3253,1201.03,298.62,650870.0,1.68,4.73,0.0,0
3254,1380.14,171.22,651070.62,1.59,5.48,0.0,5
3255,1294.72,208.17,651278.29,1.54,4.57,0.0,5
3256,1197.07,185.77,651479.03,1.37,4.42,0.0,4
3257,1170.77,241.88,651672.45,1.39,4.72,0.0,4
3258,1180.65,156.4,651875.31,1.53,5.82,0.0,4
3259,1317.72,258.35,652071.03,1.61,5.05,0.0,1
3260,1304.0,255.91,652276.25,1.39,5.11,0.0,0
3261,1038.66,276.13,652471.36,1.45,5.86,0.0,0
3262,1246.46,192.35,652678.37,1.56,5.65,0.0,0
3263,1286.41,118.25,652871.93,1.55,4.31,0.0,3
3264,1049.35,240.96,653081.76,1.46,4.78,0.0,2
3265,1199.7,299.39,653280.47,1.11,4.92,0.0,2
3266,1022.3,271.01,653484.84,1.57,4.5,0.0,0
3267,1212.95,137.54,653685.8,1.31,5.77,0.0,2
3268,991.68,177.88,653888.19,1.4,4.92,0.0,0
3269,1131.83,286.54,654090.8,1.73,5.45,0.0,4
3270,1138.89,166.55,654296.08,1.46,6.04,0.0,0
3271,1129.12,179.11,654496.72,1.48,4.51,0.0,5
3272,1345.15,268.8,654698.49,1.19,5.1,0.0,4
3273,1253.55,130.09,654896.09,1.54,4.03,0.0,3
3274,1160.04,161.26,655096.36,1.68,4.7,0.0,4
3275,1106.69,118.91,655300.52,1.36,5.5,0.0,5
3276,1176.12,170.3,655504.21,1.14,4.58,0.0,4
3277,1097.09,101.96,655710.81,1.58,4.86,0.0,5
3278,1297.31,198.39,655912.42,1.68,5.19,0.0,0
3279,1399.68,295.51,656108.16,1.18,4.82,0.0,4
3280,1305.32,290.33,656308.7,1.6,4.72,0.0,0
3281,1233.17,193.81,656508.96,1.75,4.69,0.0,0
3282,1183.44,242.0,656713.07,1.57,4.78,0.0,1
3283,1159.49,182.86,656911.69,1.64,5.13,0.0,3
3284,1374.53,245.24,657106.2,1.25,5.46,0.0,5
3285,1142.41,121.87,657300.9,1.39,5.05,0.0,3
3286,1356.11,141.48,657500.97,1.58,4.87,0.0,0
3287,1086.85,132.0,657696.29,1.82,5.16,0.0,5
3288,1170.38,190.57,657892.63,1.67,4.71,0.0,4
3289,1028.59,267.91,658093.17,1.41,4.52,0.0,5
3290,1215.92,104.75,658292.13,1.39,5.15,0.0,1
3291,1073.63,259.47,658480.54,1.88,4.73,0.0,0
3292,1366.5,130.19,658687.32,1.8,4.53,0.0,1
3293,1241.23,272.15,658894.88,1.41,5.4,0.0,5
3294,1253.74,260.86,659093.9,1.37,4.62,0.0,1
3295,1228.27,299.56,659299.15,1.46,4.13,0.0,1
3296,1090.75,231.19,659498.96,1.85,4.64,0.0,5
3297,1212.41,137.86,659700.89,1.66,5.39,0.0,3
3298,1383.71,171.81,659900.87,1.59,4.96,0.0,2
3299,1200.86,175.72,660105.44,1.29,5.54,0.0,3
3300,1098.3,204.73,660310.15,1.62,5.04,0.0,5
3301,1014.77,200.37,660518.18,2.0,4.35,0.0,4
3302,1128.67,266.54,660720.51,1.45,5.4,0.0,2
3303,1023.78,184.56,660919.24,1.5,4.84,0.0,1
3304,1283.05,279.75,661126.73,1.44,5.27,0.0,4
3305,1278.12,248.13,661330.19,1.45,5.21,0.0,0
3306,1112.43,166.54,661532.39,2.07,4.89,0.0,5
3307,1261.4,200.99,661727.33,1.28,5.51,0.0,4
3308,1142.35,291.31,661926.46,1.13,4.65,0.0,3
3309,1195.44,253.34,662117.92,1.44,5.81,0.0,4
3310,1237.2,180.16,662316.29,1.62,4.74,0.0,0
3311,1155.6,181.87,662506.27,1.48,4.66,0.0,2
3312,1241.82,246.64,662702.92,1.93,4.81,0.0,2
3313,1031.43,154.76,662906.25,1.26,5.07,0.0,4
3314,1211.75,127.83,663096.68,1.29,4.48,0.0,1
3315,1196.5,189.4,663295.1,1.88,4.89,0.0,5
3316,995.36,136.0,663488.87,1.8,5.37,0.0,1
3317,1019.03,156.73,663682.48,1.55,5.25,0.0,4
3318,1014.05,204.73,663871.43,1.35,5.45,0.0,0
3319,1241.43,256.18,664075.13,1.63,4.77,0.0,2
3320,1212.4,157.17,664275.28,1.55,4.73,0.0,1
3321,1227.4,170.87,664479.99,1.57,4.75,0.0,2
3322,1067.36,201.23,664690.61,1.56,3.83,0.0,1
3323,1313.9,277.97,664885.18,1.64,4.53,0.0,0
3324,1298.28,218.12,665082.16,1.27,4.98,0.0,4
3325,1123.3,240.7,665283.88,2.15,4.92,0.0,0
3326,1317.61,246.55,665480.58,1.64,4.69,0.0,3
3327,1174.91,139.66,665675.15,1.57,5.44,0.0,2
3328,1022.38,140.37,665882.09,1.51,4.56,0.0,5
3329,1036.73,112.22,666078.1,1.5,4.66,0.0,3
3330,1273.37,253.53,666284.63,1.7,4.41,0.0,4
3331,1189.6,272.52,666489.41,1.71,4.33,0.0,4
3332,1288.12,168.03,666691.13,1.39,5.0,0.0,2
3333,1191.16,162.67,666889.63,1.78,5.27,0.0,4
3334,1226.77,142.51,667088.99,1.33,4.69,0.0,5
3335,1412.35,140.28,667292.69,1.44,4.36,0.0,1
3336,1339.68,269.66,667492.8,1.57,4.68,0.0,2
3337,1156.72,211.46,667696.03,1.57,5.09,0.0,3
3338,1237.5,147.22,667889.52,1.58,4.3,0.0,2
3339,1249.44,259.43,668083.01,1.36,4.91,0.0,3
3340,1276.14,281.48,668277.51,1.45,4.36,0.0,0
3341,1207.1,162.5,668476.28,1.53,4.8,0.0,3
3342,1150.65,253.87,668674.39,1.83,4.57,0.0,3
3343,1199.64,282.42,668876.85,1.76,4.6,0.0,1
3344,1151.97,264.24,669077.7,1.8,4.68,0.0,0
3345,1368.34,116.06,669282.25,1.09,4.68,0.0,5
3346,1324.07,151.82,669485.59,1.62,4.34,0.0,4
3347,1179.64,282.86,669683.0,1.28,5.6,0.0,0
3348,1242.83,124.1,669881.12,1.21,5.45,0.0,2
3349,1183.45,282.61,670076.56,1.43,4.1,0.0,3
3350,1319.32,203.13,670275.16,1.14,5.22,0.0,3
3351,1304.89,278.29,670472.86,1.58,5.14,0.0,1
3352,1256.86,137.33,670668.45,1.61,5.94,0.0,3
3353,1287.13,279.19,670871.13,1.42,4.5,0.0,0
3354,1266.06,101.93,671074.19,1.68,4.8,0.0,1
3355,1317.41,122.79,671280.91,1.79,5.68,0.0,1
3356,1253.11,246.64,671476.78,1.56,6.2,0.0,0
3357,1215.19,289.05,671679.22,1.57,5.19,0.0,3
3358,1142.28,143.39,671883.32,1.25,5.55,0.0,3
3359,1042.82,251.74,672087.72,1.32,4.43,0.0,1
3360,1197.22,132.27,672284.48,1.52,5.44,0.0,1
3361,1125.89,171.73,672496.52,1.74,6.31,0.0,0
3362,1206.0,161.47,672699.41,1.37,4.95,0.0,2
3363,1314.05,274.59,672899.19,1.37,4.78,0.0,0
3364,1217.28,255.67,673095.4,1.46,6.0,0.0,3
3365,1158.5,179.98,673300.24,1.39,4.84,0.0,3
3366,1114.69,117.47,673502.76,1.19,5.33,0.0,0
3367,1056.99,296.74,673708.58,1.57,4.48,0.0,1
3368,1333.28,283.54,673917.97,1.48,5.28,0.0,4
3369,1022.33,174.01,674121.07,1.35,4.51,0.0,5
3370,1106.52,226.49,674329.03,1.76,5.26,0.0,2
3371,968.68,125.14,674519.78,1.48,5.25,0.0,5
3372,1168.39,200.54,674715.56,1.46,4.58,0.0,0
