machineID,spindle_speed [RPM],feed_rate [mm/rev],depth_of_cut [mm],tool_wear [mm],vibration_level [m/s²],cutting_force [N],failure_type
2673,763.58,0.31,1.93,0.0,1.22,736.85,3
2674,869.97,0.18,3.14,0.0,1.29,1365.85,0
2675,744.25,0.25,2.31,0.0,1.39,859.61,1
2676,851.02,0.16,2.01,0.0,1.08,855.28,4
2677,1043.06,0.18,2.66,0.0,1.31,1387.27,2
2678,797.07,0.44,2.36,0.0,1.14,940.54,3
2679,910.71,0.39,1.48,0.0,1.13,673.93,5
2680,758.84,0.35,1.75,0.0,1.2,663.98,2
2681,886.7,0.17,2.02,0.0,1.06,895.57,2
2682,686.48,0.23,1.46,0.0,1.22,501.13,1
2683,932.1,0.36,2.31,0.0,1.19,1076.58,5
2684,756.17,0.41,2.16,0.0,1.18,816.66,5
2685,722.42,0.15,0.97,0.0,1.13,350.37,1
2686,727.51,0.3,1.86,0.0,1.24,676.58,1
2687,742.65,0.24,2.53,0.0,1.0,939.45,1
2688,863.03,0.34,2.06,0.0,1.2,888.92,0
2689,824.6,0.1,2.47,0.0,1.14,1018.38,1
2690,896.87,0.16,2.13,0.0,1.25,955.17,2
2691,863.72,0.35,2.3,0.0,1.27,993.28,4
2692,747.03,0.16,2.07,0.0,1.34,773.18,1
2693,773.27,0.46,2.02,0.3,1.3,781.0,1
2694,914.41,0.34,2.75,2.25,1.13,1257.31,4
2695,962.76,0.42,1.4,1.58,1.23,673.93,3
2696,922.89,0.17,2.66,0.76,1.17,1227.44,2
2697,901.39,0.34,2.11,1.32,1.34,950.97,0
2698,714.29,0.13,1.58,1.76,1.18,564.29,4
2699,596.26,0.12,1.87,3.65,1.31,557.5,4
2700,929.2,0.31,2.81,4.63,1.35,1305.53,1
2701,794.92,0.39,2.07,3.28,1.28,822.74,4
2702,709.55,0.37,2.77,3.33,1.08,982.73,4
2703,793.7,0.42,2.08,2.23,1.23,825.45,3
2704,876.64,0.14,2.68,0.17,1.14,1174.7,1
2705,780.11,0.14,1.9,0.0,1.21,741.1,2
2706,714.07,0.17,2.27,0.0,1.27,810.47,3
2707,778.47,0.3,2.36,0.0,1.24,918.59,0
2708,888.04,0.35,1.63,0.0,1.07,723.75,1
2709,882.28,0.27,2.56,0.0,1.19,1129.32,1
2710,577.07,0.13,1.85,0.0,1.18,533.79,2
2711,873.17,0.43,1.42,0.0,1.21,619.95,4
2712,804.47,0.32,2.61,0.0,1.25,1049.83,3
2713,914.3,0.41,2.47,3.03,1.25,1129.16,1
2714,584.41,0.13,1.92,2.58,1.33,561.03,0
2715,785.89,0.31,2.27,2.76,1.04,891.99,5
2716,743.51,0.16,1.89,2.96,1.14,702.62,1
2717,773.96,0.4,1.63,2.58,1.15,630.78,3
2718,690.69,0.25,1.08,3.54,1.18,372.97,3
2719,757.9,0.32,2.59,2.7,1.06,981.48,2
2720,695.82,0.3,2.38,1.61,1.12,828.03,1
2721,855.7,0.38,2.27,1.47,1.24,971.22,2
2722,1108.99,0.31,1.79,2.33,1.04,992.55,1
2723,809.81,0.23,1.84,2.31,1.2,745.03,0
2724,758.72,0.46,1.72,3.48,1.1,652.5,2
2725,1157.7,0.15,1.69,2.95,1.2,978.26,5
2726,801.86,0.43,1.77,3.74,1.31,709.65,5
2727,776.04,0.5,1.64,3.89,1.21,636.35,1
2728,897.61,0.25,1.87,5.05,1.24,839.27,0
2729,704.67,0.35,2.13,5.4,1.09,750.47,3
2730,785.04,0.47,2.6,5.09,1.3,1020.55,3
2731,656.67,0.4,1.05,5.8,1.01,344.75,4
2732,860.14,0.13,1.87,4.99,1.31,804.23,0
2733,724.77,0.37,1.52,6.14,1.15,550.83,5
2734,724.49,0.28,2.31,7.22,1.39,836.79,5
2735,737.83,0.15,2.14,8.44,1.06,789.48,1
2736,901.0,0.43,1.63,7.25,1.28,734.32,1
2737,756.73,0.13,1.57,8.15,1.19,594.03,0
2738,780.25,0.19,1.57,7.39,1.28,612.5,5
2739,863.44,0.29,2.0,8.72,1.26,863.44,5
2740,942.52,0.48,2.74,9.96,1.14,1291.25,1
2741,560.12,0.17,3.07,8.48,1.26,859.78,5
2742,891.28,0.29,2.55,8.31,1.34,1136.38,4
2743,904.92,0.25,2.73,7.64,1.2,1235.22,5
2744,911.79,0.19,1.49,6.5,1.2,679.28,1
2745,860.1,0.15,2.4,6.02,1.19,1032.12,0
2746,718.03,0.25,1.7,5.4,1.15,610.33,4
2747,845.36,0.14,2.49,4.49,0.91,1052.47,3
2748,823.74,0.4,1.61,4.79,1.33,663.11,2
2749,826.6,0.42,1.44,4.37,1.14,595.15,5
2750,779.24,0.23,1.22,5.9,1.18,475.34,4
2751,772.23,0.44,1.73,5.98,1.24,667.98,4
2752,573.98,0.11,1.67,5.37,1.17,479.27,1
2753,832.78,0.42,1.55,4.55,1.23,645.4,1
2754,891.52,0.34,1.59,3.75,1.2,708.76,5
2755,920.94,0.42,1.94,4.46,1.07,893.31,5
2756,971.7,0.49,1.96,5.46,1.23,952.27,0
2757,933.93,0.15,2.3,6.27,1.01,1074.02,1
2758,775.07,0.37,2.43,6.99,1.16,941.71,2
2759,878.56,0.29,1.48,9.01,1.18,650.13,4
2760,762.42,0.12,1.31,9.86,1.2,499.39,5
2761,933.55,0.25,1.99,7.68,1.29,928.88,0
2762,771.6,0.14,2.18,7.97,1.17,841.04,4
2763,970.49,0.12,1.46,7.93,1.25,708.46,4
2764,688.2,0.2,2.08,8.02,1.09,715.73,5
2765,848.08,0.2,1.82,8.15,1.05,771.75,0
2766,839.43,0.4,1.87,8.74,1.07,784.87,1
2767,750.75,0.38,1.67,8.26,1.37,626.88,5
2768,745.58,0.11,2.55,8.95,1.13,950.61,2
2769,745.2,0.46,2.51,8.19,1.22,935.23,3
2770,931.95,0.34,1.78,7.8,1.18,829.44,5
2771,761.15,0.38,2.42,8.4,1.19,920.99,1
2772,700.6,0.37,1.65,7.38,1.11,578.0,4
2773,705.72,0.46,2.67,6.29,1.19,942.14,0
2774,894.77,0.12,2.13,7.51,1.16,952.93,5
2775,759.3,0.32,2.34,8.29,1.35,888.38,5
2776,1036.15,0.21,0.69,9.24,1.21,357.47,1
2777,1041.29,0.16,2.79,9.75,1.34,1452.6,4
2778,863.33,0.48,2.03,10.06,1.45,876.28,2
2779,780.44,0.42,1.87,9.27,1.21,729.71,1
2780,939.78,0.47,1.67,9.95,1.19,784.72,1
2781,752.39,0.35,2.19,10.27,1.26,823.87,1
2782,932.47,0.21,2.49,9.39,1.14,1160.93,5
2783,879.4,0.23,1.47,9.04,1.18,646.36,0
2784,824.66,0.24,1.51,9.34,1.12,622.62,1
2785,750.06,0.32,2.27,10.19,1.36,851.32,0
2786,850.04,0.17,2.09,10.64,1.16,888.29,1
2787,807.63,0.45,1.74,11.0,1.15,702.64,5
2788,840.55,0.4,2.03,9.58,1.38,853.16,2
2789,796.38,0.32,2.78,9.72,1.17,1106.97,0
2790,973.24,0.1,2.16,10.25,1.02,1051.1,3
2791,652.01,0.41,1.64,9.24,1.41,534.65,3
2792,669.59,0.26,2.21,10.19,1.12,739.9,5
2793,866.99,0.15,1.65,10.16,1.24,715.27,0
2794,819.72,0.14,2.17,10.9,1.17,889.4,3
2795,662.4,0.1,1.48,12.1,1.2,490.18,5
2796,860.78,0.15,1.57,11.72,1.14,675.71,1
2797,805.21,0.39,2.35,10.8,1.22,946.12,2
2798,524.34,0.39,2.33,10.56,1.24,610.86,2
2799,971.18,0.4,1.92,8.96,1.16,932.33,4
2800,765.67,0.26,2.04,9.46,1.19,780.98,1
2801,749.9,0.4,1.77,8.54,1.29,663.66,2
2802,741.44,0.4,1.73,7.8,1.27,641.35,2
2803,636.91,0.29,1.91,8.38,1.26,608.25,4
2804,714.59,0.21,2.64,7.83,1.09,943.26,5
2805,890.04,0.2,1.98,7.59,1.14,881.14,4
2806,725.02,0.48,2.04,7.84,1.36,739.52,2
2807,808.58,0.37,2.09,6.81,1.29,844.97,1
2808,598.3,0.37,1.59,6.33,1.04,475.65,3
2809,827.12,0.36,1.24,8.65,1.17,512.81,2
2810,761.78,0.36,3.13,8.83,1.17,1192.19,5
2811,800.0,0.3,2.22,9.51,1.36,888.0,3
2812,777.84,0.22,2.12,10.21,1.12,824.51,4
2813,773.98,0.39,2.11,8.09,1.1,816.55,1
2814,762.99,0.43,2.24,7.88,1.31,854.55,1
2815,917.54,0.21,2.55,9.09,1.33,1169.86,1
2816,921.97,0.11,2.94,8.15,1.08,1355.3,1
2817,769.72,0.48,1.82,8.06,1.07,700.45,0
2818,842.9,0.3,2.1,6.97,1.05,885.04,2
2819,718.9,0.36,2.06,5.9,1.3,740.47,5
2820,710.61,0.34,2.6,6.34,1.37,923.79,3
2821,751.94,0.15,2.42,6.11,1.19,909.85,3
2822,910.11,0.36,2.09,6.93,1.05,951.06,2
2823,517.52,0.34,2.15,6.46,1.04,556.33,5
2824,709.82,0.26,1.57,6.93,1.02,557.21,0
2825,836.8,0.18,2.22,6.14,1.19,928.85,4
2826,846.03,0.15,2.12,7.77,1.19,896.79,5
2827,792.67,0.23,2.24,6.96,1.4,887.79,4
2828,700.05,0.36,2.19,7.83,1.32,766.55,1
2829,833.81,0.24,2.07,6.2,0.99,862.99,2
2830,883.73,0.12,2.47,6.96,1.31,1091.41,4
2831,907.48,0.49,1.79,7.01,1.16,812.19,2
2832,835.76,0.14,1.37,7.26,1.15,572.5,0
2833,763.9,0.14,2.39,7.3,1.29,912.86,0
2834,845.08,0.18,1.79,7.3,1.22,756.35,0
2835,902.49,0.34,1.67,6.45,1.19,753.58,3
2836,797.57,0.32,1.54,7.45,1.2,614.13,1
2837,801.69,0.15,2.02,6.7,1.28,809.71,0
2838,661.91,0.1,2.11,5.9,1.06,698.32,1
2839,931.71,0.48,2.36,5.59,1.38,1099.42,5
2840,801.51,0.43,2.41,6.27,1.15,965.82,5
2841,582.63,0.19,2.8,6.49,1.23,815.68,0
2842,844.26,0.42,1.98,7.07,1.17,835.82,3
2843,953.91,0.48,1.92,7.83,1.24,915.75,0
2844,548.64,0.31,2.21,9.0,1.13,606.25,5
2845,965.87,0.41,2.58,8.51,1.2,1245.97,0
2846,792.96,0.41,1.89,7.85,1.2,749.35,5
2847,866.68,0.49,2.05,7.52,1.14,888.35,2
2848,681.32,0.44,2.55,8.89,1.39,868.68,4
2849,837.98,0.31,1.68,10.7,1.3,703.9,5
2850,787.61,0.48,2.59,11.03,1.17,1019.95,0
2851,836.62,0.15,1.84,10.04,1.28,769.69,2
2852,665.5,0.2,1.91,10.36,1.16,635.55,0
2853,699.08,0.34,2.13,11.16,1.23,744.52,2
2854,634.68,0.43,1.72,12.22,1.07,545.82,2
2855,994.86,0.48,1.8,12.19,1.2,895.37,5
2856,866.64,0.22,2.13,12.63,1.21,922.97,1
2857,764.64,0.31,1.31,12.94,1.35,500.84,5
2858,794.18,0.38,2.03,12.08,1.29,806.09,5
2859,691.44,0.45,2.37,12.96,1.48,819.36,2
2860,750.1,0.43,1.81,13.19,1.31,678.84,5
2861,825.19,0.47,1.99,15.46,1.17,821.06,3
2862,611.11,0.15,1.66,16.02,1.23,507.22,1
2863,603.27,0.18,1.77,15.1,1.22,533.89,0
2864,654.54,0.38,2.48,14.6,1.1,811.63,1
2865,699.35,0.25,2.35,15.51,1.26,821.74,3
2866,917.65,0.27,2.13,13.81,1.27,977.3,2
2867,795.7,0.22,2.14,14.71,1.27,851.4,1
2868,764.6,0.28,2.04,12.12,1.22,779.89,5
2869,888.85,0.46,2.15,12.4,1.11,955.51,1
2870,854.75,0.18,2.05,11.62,1.07,876.12,2
2871,828.72,0.38,2.32,12.63,1.35,961.32,3
2872,816.96,0.21,2.53,12.98,1.23,1033.45,1
2873,825.45,0.48,2.2,12.75,1.29,908.0,5
2874,602.25,0.37,1.87,11.97,1.25,563.1,4
2875,924.33,0.13,1.87,11.24,1.2,864.25,5
2876,876.82,0.41,1.57,11.17,1.02,688.3,5
2877,912.66,0.31,3.55,10.29,1.18,1619.97,5
2878,910.52,0.34,2.52,11.23,1.34,1147.26,4
2879,833.0,0.49,2.33,12.14,1.3,970.44,1
2880,874.63,0.41,2.6,10.99,1.23,1137.02,5
2881,723.95,0.25,1.86,9.28,1.14,673.27,1
2882,935.13,0.1,1.57,7.77,1.1,734.08,3
2883,914.63,0.37,1.03,6.81,1.27,471.03,4
2884,822.29,0.41,1.64,7.33,1.3,674.28,1
2885,761.12,0.33,1.16,7.33,1.27,441.45,5
2886,830.8,0.35,2.19,7.35,1.03,909.73,3
2887,609.04,0.28,1.44,8.82,1.23,438.51,3
2888,760.04,0.44,1.84,8.93,1.25,699.24,3
2889,1084.75,0.11,2.69,8.44,1.2,1458.99,0
2890,788.39,0.28,2.37,9.13,1.22,934.24,0
2891,740.23,0.15,0.2,9.66,1.27,74.02,1
2892,802.55,0.37,1.72,6.17,1.04,690.19,3
2893,720.65,0.37,1.73,5.33,1.38,623.36,4
2894,655.16,0.32,1.62,6.3,1.22,530.68,2
2895,855.01,0.11,1.44,6.68,1.29,615.61,0
2896,620.72,0.41,2.39,7.16,1.4,741.76,5
2897,823.3,0.2,2.87,9.52,1.08,1181.44,1
2898,776.91,0.36,2.36,9.51,1.27,916.75,5
2899,779.45,0.41,2.19,9.09,1.24,853.5,1
2900,822.63,0.37,2.34,8.81,1.16,962.48,3
2901,766.24,0.48,2.54,10.53,1.11,973.12,3
2902,967.37,0.3,2.12,11.24,1.2,1025.41,4
2903,800.94,0.3,2.57,11.06,1.0,1029.21,2
2904,1018.54,0.24,1.88,9.25,1.17,957.43,2
2905,776.74,0.15,1.54,10.12,1.19,598.09,4
2906,786.55,0.4,2.09,11.32,1.22,821.94,3
2907,758.21,0.38,1.47,11.03,1.16,557.28,1
2908,611.75,0.4,2.6,11.28,1.2,795.28,2
2909,620.07,0.24,1.48,12.5,1.19,458.85,0
2910,1021.04,0.34,2.2,11.9,1.2,1123.14,4
2911,838.32,0.29,2.27,11.87,1.14,951.49,0
2912,763.02,0.3,1.68,11.36,1.33,640.94,3
2913,997.97,0.25,1.38,9.41,1.44,688.6,5
2914,913.52,0.29,2.42,8.25,1.14,1105.36,3
2915,946.16,0.35,2.3,8.69,1.27,1088.08,5
2916,783.42,0.27,2.38,8.71,1.24,932.27,3
2917,777.1,0.17,1.43,8.34,1.22,555.63,4
2918,924.32,0.26,2.21,8.35,1.2,1021.37,0
2919,688.66,0.12,2.21,9.81,1.26,760.97,4
2920,600.1,0.16,2.23,10.09,1.29,669.11,1
2921,857.4,0.14,2.08,10.11,1.16,891.7,4
2922,818.04,0.34,2.78,10.3,1.28,1137.08,5
2923,793.06,0.24,2.15,10.76,1.02,852.54,3
2924,741.36,0.18,3.08,9.23,1.14,1141.69,4
2925,881.57,0.43,0.97,9.93,1.2,427.56,3
2926,659.97,0.4,2.4,11.5,1.29,791.96,1
2927,715.75,0.5,1.9,10.34,1.24,679.96,0
2928,812.26,0.34,1.63,10.96,1.22,661.99,2
2929,729.81,0.25,2.2,11.29,1.22,802.79,5
2930,793.16,0.1,2.15,11.28,1.2,852.65,3
2931,653.39,0.17,2.86,11.89,1.24,934.35,4
2932,710.78,0.13,1.32,13.26,1.15,469.11,1
2933,872.83,0.38,1.75,12.83,1.12,763.73,2
2934,741.14,0.49,3.15,12.79,1.23,1167.3,3
2935,934.86,0.43,2.06,13.61,1.09,962.91,1
2936,930.21,0.48,2.55,13.77,1.13,1186.02,1
2937,695.38,0.19,1.7,13.89,1.2,591.07,1
2938,704.69,0.42,1.03,15.58,1.18,362.92,3
2939,827.34,0.36,1.78,14.75,1.13,736.33,5
2940,815.99,0.46,2.25,14.8,1.22,917.99,2
2941,821.77,0.19,0.84,14.2,1.14,345.14,3
2942,862.83,0.43,2.33,13.39,1.19,1005.2,2
2943,690.52,0.13,2.46,14.19,1.23,849.34,1
2944,968.54,0.5,2.1,15.11,1.08,1016.97,1
2945,768.98,0.37,1.92,16.0,1.21,738.22,1
2946,712.51,0.31,1.34,14.66,1.07,477.38,0
2947,702.19,0.35,1.68,14.88,1.2,589.84,5
2948,958.69,0.34,2.88,16.18,1.22,1380.51,2
2949,1054.66,0.23,2.15,16.48,1.36,1133.76,4
2950,878.5,0.19,1.83,15.2,1.11,803.83,4
2951,866.04,0.13,2.16,14.2,1.33,935.32,5
2952,794.68,0.2,2.72,13.67,1.25,1080.76,5
2953,689.17,0.25,1.83,15.48,1.13,630.59,3
2954,786.98,0.41,1.58,15.41,1.07,621.71,5
2955,595.29,0.33,1.67,15.14,1.09,497.07,3
2956,767.67,0.32,2.64,14.92,1.17,1013.32,2
2957,1022.53,0.26,1.86,13.53,1.2,950.95,0
2958,709.83,0.42,2.77,14.68,1.17,983.11,5
2959,1041.41,0.15,1.15,14.55,1.13,598.81,1
2960,759.03,0.19,1.66,14.44,1.23,629.99,3
2961,658.72,0.28,1.6,14.96,1.07,526.98,5
2962,851.34,0.5,2.08,16.32,1.2,885.39,2
2963,819.52,0.38,2.39,17.72,1.25,979.33,2
2964,912.41,0.13,2.19,18.03,1.2,999.09,3
2965,852.8,0.33,1.82,16.74,1.06,776.05,2
2966,632.45,0.31,1.72,17.03,1.37,543.91,4
2967,771.94,0.41,2.17,17.38,1.4,837.55,1
2968,848.89,0.28,2.38,17.56,1.08,1010.18,4
2969,762.37,0.17,1.24,16.11,1.07,472.67,2
2970,964.36,0.21,2.06,16.32,1.18,993.29,3
2971,977.1,0.23,1.39,16.6,1.21,679.08,4
2972,737.03,0.24,1.38,16.39,1.25,508.55,3
2973,795.77,0.17,3.09,14.95,1.25,1229.46,1
2974,732.96,0.17,2.87,15.61,1.06,1051.8,4
2975,924.09,0.11,1.77,14.66,1.09,817.82,1
2976,923.71,0.45,2.32,13.58,1.3,1071.5,2
2977,606.57,0.15,1.62,13.89,1.13,491.32,4
2978,685.24,0.39,1.64,14.53,1.12,561.9,2
2979,894.22,0.18,2.76,15.35,1.02,1234.02,2
2980,645.42,0.44,1.86,15.33,1.24,600.24,5
2981,826.83,0.22,0.85,14.78,1.4,351.4,0
2982,845.47,0.16,2.77,13.72,1.27,1170.98,3
2983,740.85,0.22,2.06,15.26,1.07,763.08,0
2984,994.85,0.5,1.47,15.14,1.11,731.21,5
2985,905.24,0.12,2.41,14.47,1.11,1090.81,0
2986,768.56,0.46,3.24,12.66,1.45,1245.07,0
2987,897.79,0.11,2.18,14.01,1.1,978.59,2
2988,757.95,0.27,1.3,12.79,1.35,492.67,2
2989,870.57,0.16,2.35,11.36,1.17,1022.92,0
2990,895.58,0.25,1.94,12.3,1.24,868.71,2
2991,799.5,0.11,2.71,11.87,1.18,1083.32,4
2992,618.87,0.13,2.16,12.09,1.29,668.38,2
2993,589.98,0.23,2.14,12.04,1.41,631.28,2
2994,850.12,0.12,2.15,12.01,1.27,913.88,1
2995,826.41,0.35,2.2,10.95,1.3,909.05,5
2996,851.38,0.46,2.48,10.83,1.13,1055.71,5
2997,779.42,0.43,1.83,11.18,1.16,713.17,5
2998,600.7,0.41,2.45,11.83,1.26,735.86,5
2999,644.77,0.18,1.7,12.41,1.19,548.05,3
3000,788.19,0.2,1.34,13.11,1.19,528.09,4
3001,944.12,0.46,2.0,11.86,1.25,944.12,0
3002,726.34,0.24,1.46,12.03,1.29,530.23,0
3003,1003.58,0.21,0.92,13.53,1.17,461.65,1
3004,538.31,0.42,2.22,16.53,1.34,597.52,1
3005,599.36,0.26,1.54,16.57,1.04,461.51,4
3006,706.72,0.31,1.13,16.3,1.03,399.3,5
3007,851.0,0.46,1.27,17.02,1.22,540.38,2
3008,660.79,0.43,2.16,17.42,1.12,713.65,4
3009,667.7,0.18,2.47,18.95,1.19,824.61,0
3010,616.96,0.4,2.34,18.63,1.2,721.84,4
3011,784.12,0.42,1.22,18.59,1.17,478.31,0
3012,844.3,0.42,1.59,17.23,1.14,671.22,4
3013,918.14,0.2,1.15,16.82,1.3,527.93,1
3014,667.46,0.28,2.02,17.9,1.27,674.13,3
3015,782.08,0.4,2.48,17.86,1.2,969.78,5
3016,688.82,0.43,2.21,18.22,1.06,761.15,1
3017,966.17,0.17,1.38,18.49,1.25,666.66,1
3018,702.19,0.35,2.2,17.88,1.24,772.41,1
3019,889.85,0.43,2.18,18.12,1.33,969.94,0
3020,826.73,0.13,3.56,19.45,1.11,1471.58,0
3021,582.61,0.44,1.6,19.74,1.25,466.09,0
3022,841.37,0.34,2.02,18.33,1.24,849.78,5
3023,884.57,0.3,1.66,18.04,1.28,734.19,4
3024,648.25,0.17,2.4,17.76,1.23,777.9,0
3025,872.78,0.1,1.96,17.84,1.12,855.32,3
3026,754.35,0.3,2.31,17.82,1.21,871.27,5
3027,891.73,0.16,2.28,16.77,1.12,1016.57,4
3028,857.92,0.22,1.51,16.47,1.19,647.73,4
3029,706.85,0.45,2.3,15.85,1.3,812.88,0
3030,828.43,0.19,1.83,14.86,1.43,758.01,0
3031,788.3,0.25,1.9,14.37,1.03,748.88,0
3032,824.07,0.26,1.33,15.69,1.17,548.01,4
3033,709.92,0.39,1.74,15.36,1.13,617.63,4
3034,916.67,0.23,1.96,16.03,1.3,898.34,5
3035,804.9,0.23,2.74,14.13,1.15,1102.71,2
3036,827.52,0.27,2.24,13.65,1.26,926.82,5
3037,650.42,0.28,3.26,13.53,1.24,1060.18,2
3038,826.01,0.13,2.09,13.06,1.22,863.18,4
3039,780.84,0.36,2.09,13.38,1.39,815.98,0
3040,650.42,0.47,1.57,12.99,1.31,510.58,1
3041,829.07,0.5,2.0,12.66,1.15,829.07,3
3042,813.04,0.44,0.86,11.17,1.12,349.61,5
3043,894.63,0.36,1.71,12.17,1.05,764.91,0
3044,864.12,0.15,2.74,14.41,1.17,1183.84,0
3045,953.58,0.12,1.56,13.65,1.26,743.79,3
3046,727.67,0.42,2.9,13.78,1.13,1055.12,3
3047,1006.97,0.19,1.8,13.2,1.33,906.27,1
3048,983.44,0.15,2.04,13.47,1.32,1003.11,1
3049,902.37,0.44,2.35,14.85,1.12,1060.28,0
3050,864.42,0.23,2.74,14.42,1.37,1184.26,5
3051,706.01,0.48,1.94,14.56,1.01,684.83,3
3052,805.49,0.23,2.21,14.38,1.13,890.07,1
3053,634.28,0.46,1.62,13.57,1.41,513.77,0
3054,757.33,0.28,0.72,15.51,1.13,272.64,0
3055,809.02,0.48,1.55,14.13,1.15,626.99,3
3056,862.29,0.31,1.18,15.09,1.44,508.75,1
3057,979.11,0.18,1.15,13.8,1.27,562.99,0
3058,582.35,0.47,2.51,12.93,1.4,730.85,5
3059,591.13,0.4,2.91,14.05,1.33,860.09,1
3060,733.53,0.46,1.78,13.66,1.1,652.84,2
3061,755.64,0.3,1.89,12.93,1.08,714.08,1
3062,657.26,0.3,2.34,14.53,1.24,768.99,4
3063,797.51,0.19,1.27,12.84,1.2,506.42,4
3064,793.76,0.13,1.16,12.39,1.19,460.38,0
3065,881.33,0.14,2.15,12.69,1.35,947.43,1
3066,741.14,0.43,1.72,12.94,1.3,637.38,4
3067,810.15,0.24,1.52,14.57,1.23,615.71,4
3068,1213.34,0.34,2.38,13.86,1.42,1443.87,2
3069,769.95,0.4,1.79,13.51,1.09,689.11,5
3070,952.42,0.26,1.7,14.34,1.21,809.56,3
3071,880.31,0.35,1.38,14.11,1.07,607.41,0
3072,593.69,0.42,2.17,11.96,1.27,644.15,0
3073,707.99,0.45,2.15,13.39,1.22,761.09,3
3074,664.07,0.31,1.62,11.47,1.37,537.9,5
3075,884.97,0.18,1.9,9.45,1.31,840.72,4
3076,757.44,0.21,2.47,8.1,1.18,935.44,4
3077,763.06,0.4,2.04,9.87,0.97,778.32,5
3078,779.66,0.24,2.63,10.64,1.23,1025.25,5
3079,943.97,0.33,2.43,11.8,1.17,1146.92,2
3080,767.72,0.22,1.98,9.87,1.11,760.04,0
3081,732.34,0.22,2.19,10.76,1.05,801.91,0
3082,864.15,0.44,1.37,10.48,1.2,591.94,2
3083,746.14,0.22,1.45,10.36,1.1,540.95,3
3084,804.84,0.34,1.19,11.64,1.16,478.88,2
3085,871.79,0.32,2.22,12.86,1.23,967.69,2
3086,875.62,0.5,2.18,11.87,1.17,954.43,5
3087,844.47,0.33,2.39,13.02,1.15,1009.14,5
3088,656.77,0.28,1.38,12.94,1.12,453.17,2
3089,560.67,0.13,2.05,13.23,0.99,574.69,0
3090,796.09,0.27,2.62,12.83,1.13,1042.88,1
3091,976.04,0.3,1.05,13.84,1.28,512.42,1
3092,764.82,0.32,1.98,14.46,1.13,757.17,2
3093,787.06,0.37,1.46,14.41,1.21,574.55,2
3094,866.32,0.12,1.85,12.32,1.32,801.35,4
3095,785.14,0.26,3.01,12.28,1.05,1181.64,3
3096,963.21,0.35,2.47,12.4,1.16,1189.56,2
3097,918.72,0.47,1.56,12.26,1.4,716.6,2
3098,589.9,0.36,1.62,11.42,1.06,477.82,5
3099,818.64,0.35,1.91,10.18,1.26,781.8,5
3100,851.56,0.24,1.87,10.91,1.22,796.21,4
3101,778.54,0.15,2.38,10.92,1.06,926.46,4
3102,875.68,0.46,2.3,9.93,1.45,1007.03,0
3103,724.04,0.35,2.27,10.02,1.25,821.79,3
3104,816.08,0.19,1.88,10.27,1.3,767.12,5
3105,761.34,0.39,1.6,10.08,1.17,609.07,0
3106,761.85,0.13,1.67,11.03,1.17,636.14,1
3107,933.82,0.19,1.95,11.72,1.04,910.47,3
3108,858.62,0.12,2.5,12.21,1.29,1073.28,0
3109,848.85,0.37,2.32,12.81,1.06,984.67,5
3110,881.89,0.35,2.83,12.94,1.1,1247.87,2
3111,978.51,0.13,1.35,11.44,1.33,660.49,0
3112,747.92,0.42,2.15,10.63,1.26,804.01,0
3113,927.34,0.45,0.24,11.88,1.03,111.28,5
3114,992.19,0.46,1.57,11.64,1.01,778.87,1
3115,821.04,0.26,2.11,10.4,1.22,866.2,0
3116,866.91,0.25,2.09,9.19,1.21,905.92,1
3117,959.61,0.49,2.0,8.17,1.13,959.61,1
3118,788.6,0.18,1.3,8.82,1.26,512.59,0
3119,870.0,0.48,2.4,8.61,1.21,1044.0,2
3120,738.06,0.38,2.57,10.9,1.19,948.41,4
3121,949.04,0.14,2.78,11.42,1.37,1319.17,1
3122,926.19,0.42,1.42,10.95,1.08,657.59,3
3123,745.26,0.31,0.83,10.97,1.21,309.28,2
3124,724.97,0.1,2.3,10.72,1.3,833.72,3
3125,816.59,0.35,2.27,11.52,1.06,926.83,4
3126,748.0,0.47,2.13,10.92,1.22,796.62,3
3127,686.58,0.3,2.35,10.83,1.25,806.73,0
3128,722.81,0.11,1.82,9.57,1.19,657.76,1
3129,819.29,0.1,2.84,10.77,1.32,1163.39,3
3130,740.12,0.18,2.56,10.89,1.09,947.35,1
3131,668.43,0.3,1.97,10.35,1.04,658.4,4
3132,668.89,0.34,1.98,11.07,1.23,662.2,2
3133,926.79,0.25,2.8,10.56,1.14,1297.51,1
3134,743.18,0.21,1.78,11.2,1.19,661.43,4
3135,811.29,0.42,2.77,10.55,1.07,1123.64,1
3136,763.16,0.19,2.69,11.46,1.16,1026.45,5
3137,806.02,0.12,2.33,12.09,1.3,939.01,1
3138,768.94,0.48,2.48,13.29,1.25,953.49,5
3139,948.62,0.32,1.04,13.5,1.27,493.28,0
3140,539.52,0.29,1.99,15.02,1.05,536.82,3
3141,914.03,0.36,2.41,15.42,1.11,1101.41,3
3142,713.14,0.25,3.06,16.35,1.29,1091.1,1
3143,862.77,0.38,1.89,17.39,1.34,815.32,1
3144,804.78,0.25,2.12,18.12,1.16,853.07,3
3145,973.91,0.17,1.47,17.88,1.24,715.82,3
3146,836.89,0.49,1.81,18.52,1.05,757.39,3
3147,809.52,0.27,1.66,17.35,1.19,671.9,1
3148,765.62,0.23,2.42,19.23,1.24,926.4,1
