machineID,injection_pressure [bar],melt_temperature [°C],clamping_force [ton],cycle_time [seconds],screw_speed [RPM],cooling_time [seconds],hydraulic_pressure [psi],failure_type
3438,95.89,180.99,57.71,27.98,74.19,17.84,3110.38,3
3439,94.36,210.81,47.65,33.75,65.98,22.11,2711.13,4
3440,125.29,207.83,45.9,31.03,112.93,14.73,2911.95,1
3441,89.69,189.64,41.49,28.84,112.37,20.64,3281.4,1
3442,102.43,217.46,49.31,33.13,141.89,24.33,3200.03,2
3443,96.83,185.2,45.22,32.58,114.27,21.37,3251.18,2
3444,98.36,193.11,57.14,28.21,106.36,24.06,3031.65,4
3445,103.21,192.65,44.93,32.97,54.12,23.3,2737.58,3
3446,94.18,188.21,51.13,32.3,141.95,19.5,3059.09,1
3447,100.38,184.42,47.82,30.42,81.18,21.45,3125.19,1
3448,95.51,186.35,43.19,25.52,136.41,20.34,3002.85,3
3449,107.33,191.45,60.11,29.59,59.24,22.71,3023.63,3
3450,95.99,181.21,46.58,28.08,137.19,19.03,2876.74,5
3451,100.58,211.57,57.06,27.56,149.29,20.39,2818.41,1
3452,100.05,202.96,44.57,31.64,62.11,18.47,2727.33,2
3453,118.85,183.64,52.9,30.35,67.71,17.78,2842.15,3
3454,118.54,207.08,55.59,29.82,105.49,20.89,2847.72,3
3455,88.01,206.71,49.25,34.06,139.88,19.13,3076.08,4
3456,92.01,190.43,62.63,27.28,69.62,18.0,3109.25,4
3457,85.39,181.99,60.87,31.69,118.38,20.91,3130.69,4
3458,96.11,202.03,39.31,30.61,55.93,20.5,3165.36,5
3459,98.72,199.38,43.38,33.0,115.48,19.07,3368.91,0
3460,92.69,192.02,56.12,28.5,104.24,21.35,2907.29,2
3461,103.12,208.96,44.22,21.8,85.66,17.73,3094.54,0
3462,94.5,209.91,50.56,32.63,73.03,17.57,3011.57,5
3463,99.09,199.13,42.4,27.46,82.46,16.53,2968.53,0
3464,80.97,196.14,50.85,25.03,122.63,17.04,3141.5,1
3465,106.0,202.12,52.11,36.65,133.82,21.44,3036.42,2
3466,89.9,198.2,41.54,28.69,82.91,18.07,3217.99,1
3467,95.11,215.7,55.77,32.72,73.96,19.77,3191.3,1
3468,105.79,204.68,61.31,32.47,148.94,20.41,2784.71,4
3469,85.32,190.96,42.83,27.19,142.11,19.27,3010.64,1
3470,109.91,183.25,44.43,28.03,94.12,21.96,3346.53,0
3471,102.32,193.9,42.59,36.53,102.11,23.83,2753.61,0
3472,102.21,219.01,44.36,32.86,128.98,17.73,2944.68,5
3473,85.6,213.9,41.62,30.68,74.92,20.76,3142.63,5
3474,86.28,182.62,49.94,30.58,102.05,22.16,2981.84,5
3475,100.34,191.08,47.92,32.16,137.6,18.55,2883.04,3
3476,96.65,199.37,51.32,33.03,141.52,21.8,2784.25,1
3477,93.84,193.96,49.58,28.97,124.49,21.7,2798.8,3
3478,98.41,182.09,62.47,31.84,122.31,19.99,2755.4,3
3479,90.69,209.87,50.72,26.43,142.78,20.05,3126.92,1
3480,98.17,192.98,46.09,23.85,52.74,19.68,3456.67,1
3481,105.02,194.57,53.14,30.59,111.2,19.97,2734.19,0
3482,90.72,187.38,50.9,25.15,111.63,18.69,2951.98,1
3483,91.22,180.78,58.72,26.98,108.63,20.69,3385.33,4
3484,98.41,211.78,53.18,34.47,58.25,20.16,3149.83,5
3485,94.99,194.25,48.29,26.75,89.36,21.2,3003.98,0
3486,98.81,210.51,42.54,27.72,82.99,20.87,2670.22,5
3487,100.24,197.23,59.03,28.26,82.63,23.0,3016.23,0
3488,82.33,190.15,55.3,26.25,97.47,21.28,2780.7,2
3489,115.41,209.51,38.06,33.06,68.11,22.26,3090.23,2
3490,97.56,206.54,45.69,29.26,79.92,20.35,3188.67,2
3491,100.37,208.53,53.96,28.21,148.03,19.37,2720.22,5
3492,87.58,214.17,51.9,29.94,80.06,22.49,2623.84,4
3493,96.99,187.34,41.88,31.22,147.93,17.39,2921.99,5
3494,96.53,195.39,58.71,32.28,145.13,17.48,3108.66,1
3495,89.15,180.47,47.18,29.81,136.1,20.98,2741.37,5
3496,97.24,209.89,53.92,27.1,117.75,19.5,3070.8,0
3497,84.03,192.63,51.24,25.59,54.36,17.43,3210.26,3
3498,122.24,190.54,57.55,35.98,52.2,24.09,2843.48,3
3499,101.67,198.5,57.26,24.72,73.24,20.28,3439.71,5
3500,104.34,207.07,61.39,32.65,56.9,22.66,3239.65,1
3501,102.31,184.64,56.89,31.15,82.65,22.53,2891.72,5
3502,91.45,219.71,49.69,25.94,74.18,21.82,2918.25,4
3503,100.21,196.89,52.37,32.06,103.11,19.11,3135.3,5
3504,72.9,213.91,53.45,29.39,85.66,21.47,2903.84,0
3505,89.33,187.63,45.72,31.63,59.25,18.12,2811.05,2
3506,105.29,202.14,54.4,28.3,146.44,21.8,3218.43,5
3507,96.89,217.42,50.12,28.94,126.7,19.42,3006.65,1
3508,77.77,196.62,38.82,30.49,84.44,16.83,3214.15,4
3509,85.03,204.09,43.55,26.98,133.52,20.12,3277.86,3
3510,108.01,215.02,46.31,26.98,121.2,20.75,2886.62,1
3511,81.95,211.68,57.67,34.78,141.54,23.7,2859.95,2
3512,100.23,198.48,50.63,32.61,126.69,19.16,2890.21,1
3513,81.3,205.94,55.2,30.62,65.5,19.36,3055.91,0
3514,108.58,185.21,49.27,26.3,102.61,18.22,2710.25,5
3515,104.87,184.39,54.51,30.43,94.13,16.29,2896.67,3
3516,108.89,201.24,58.8,26.98,123.06,22.57,3205.57,0
3517,96.23,195.82,44.44,24.91,77.52,19.05,3047.42,5
3518,103.44,206.03,48.53,22.23,107.79,20.45,2950.03,5
3519,101.81,195.37,46.89,32.97,110.1,20.15,3048.81,2
3520,86.65,182.24,45.64,30.62,52.03,20.56,3105.93,5
3521,100.62,219.97,52.42,31.75,84.36,18.26,3073.97,3
3522,92.89,184.27,48.2,28.16,131.68,21.65,2801.47,4
3523,87.49,215.69,55.14,30.22,50.16,20.73,3044.0,3
3524,88.31,194.89,51.44,24.18,110.51,19.88,2795.27,5
3525,110.95,216.35,53.65,26.91,110.0,23.78,2383.2,2
3526,108.1,193.92,51.07,25.27,89.17,18.22,2713.07,1
3527,96.13,182.07,53.93,29.38,119.84,16.26,3113.61,4
3528,79.27,208.16,39.3,31.4,109.84,16.54,3270.41,2
3529,105.69,196.29,46.93,30.47,108.42,19.06,3514.19,5
3530,111.47,183.1,55.62,33.53,100.01,21.08,2861.9,0
3531,106.2,216.81,49.82,29.73,70.1,22.9,2888.24,2
3532,97.36,185.24,44.64,27.08,66.12,23.61,2524.24,2
3533,85.68,210.57,46.92,30.12,143.08,17.04,2897.91,1
3534,99.0,184.48,56.32,27.85,53.78,21.96,2740.03,4
3535,90.88,208.59,41.26,33.72,140.63,19.76,3056.52,2
3536,91.95,191.74,47.22,30.34,94.09,18.42,2917.48,5
3537,99.08,198.24,50.21,34.51,91.92,20.3,3228.77,1
3538,93.49,181.57,55.99,25.79,142.7,21.99,3049.17,5
3539,100.58,218.83,43.6,31.18,93.73,18.18,3316.21,3
3540,109.14,217.31,50.79,26.68,96.36,20.05,2736.09,1
3541,84.83,197.5,57.21,30.59,51.42,19.25,2680.13,4
3542,102.53,213.98,46.82,28.39,116.84,18.05,3048.59,2
3543,103.98,193.09,51.41,25.72,79.56,19.66,2627.89,2
3544,96.96,183.45,49.47,31.55,69.83,18.25,3138.82,0
3545,79.44,198.12,50.19,30.07,75.5,20.76,2938.71,2
3546,91.09,190.42,58.54,36.03,114.42,21.04,3246.51,5
3547,122.66,185.72,46.58,29.3,130.74,20.32,3161.93,0
3548,107.09,205.07,52.39,33.65,147.03,18.03,2542.5,2
3549,87.88,197.8,58.82,31.47,89.73,20.13,3242.24,4
3550,96.01,195.77,57.54,38.01,112.49,18.89,3165.46,3
3551,95.49,197.4,47.52,28.87,94.43,17.49,2671.32,4
3552,100.82,218.27,51.42,34.74,58.61,16.75,2920.54,3
3553,102.88,206.82,44.13,32.0,74.75,21.14,2931.43,5
3554,107.86,204.17,52.04,29.81,86.43,19.77,2930.49,0
3555,101.13,218.04,55.28,33.77,80.05,20.04,2721.75,5
3556,91.09,206.36,50.49,29.36,63.28,21.45,3032.64,0
3557,108.83,186.93,50.16,27.96,121.64,17.92,3020.83,0
3558,92.12,183.54,52.19,27.23,70.07,19.45,2969.57,3
3559,105.35,213.66,45.89,24.95,99.32,18.9,3096.86,0
3560,118.02,218.33,49.17,27.42,74.65,21.79,3091.66,5
3561,101.23,199.69,58.0,35.77,134.01,16.81,2832.59,4
3562,83.17,186.08,52.46,33.36,54.79,20.44,3026.88,0
3563,106.07,209.26,53.04,29.0,116.91,18.39,3063.17,2
3564,103.82,208.78,52.66,34.4,146.02,20.73,2908.5,2
3565,89.27,218.48,48.08,30.29,130.93,22.14,3036.98,0
3566,106.13,207.64,58.81,30.47,55.0,19.32,3014.63,3
3567,100.44,191.9,48.11,29.64,135.84,23.86,2999.96,2
3568,89.09,183.38,59.07,28.91,108.56,19.2,3119.68,3
3569,101.6,189.47,50.06,38.2,126.19,19.25,3263.19,1
3570,98.18,194.68,57.21,27.63,73.56,17.8,3153.75,1
3571,81.49,205.99,39.14,30.55,107.8,17.93,3249.76,4
3572,102.1,194.36,44.95,33.18,124.36,18.98,3075.33,5
3573,83.93,212.08,51.5,31.51,122.96,20.22,2880.24,2
3574,104.57,204.22,49.66,27.56,90.63,20.66,2697.08,2
3575,85.52,212.73,48.53,28.29,92.03,19.84,3032.84,1
3576,104.57,189.33,50.22,31.29,129.22,20.91,3657.56,4
3577,101.0,192.4,51.48,29.18,51.42,19.24,2950.13,1
3578,84.88,181.0,53.79,31.27,147.69,19.15,3118.79,5
3579,104.44,195.71,53.51,31.46,78.0,20.74,3048.42,3
3580,110.29,217.62,50.89,33.0,149.22,19.48,3069.94,2
3581,84.13,207.94,49.81,29.88,138.57,17.52,3188.33,1
3582,90.35,180.59,49.59,28.44,62.37,19.47,3480.39,3
3583,88.36,219.31,47.79,26.63,130.2,20.41,2876.19,1
3584,95.99,207.91,47.49,36.97,86.42,20.87,2662.02,5
3585,113.56,216.16,56.22,30.22,146.92,23.81,2756.04,5
3586,99.04,198.79,52.18,29.1,93.94,24.82,3416.66,1
3587,112.95,183.62,62.29,34.38,105.1,19.74,3136.11,4
3588,97.03,213.36,55.83,27.0,122.14,20.46,2936.54,5
3589,111.68,196.63,43.58,33.94,87.49,22.4,3026.85,0
3590,92.84,186.89,46.36,32.29,144.02,21.83,3111.97,5
3591,94.99,194.06,43.4,28.54,109.93,21.02,3094.59,1
3592,82.47,195.52,48.71,33.07,145.87,22.12,3032.8,2
3593,107.0,193.67,44.66,29.49,60.35,22.59,3055.14,3
3594,97.3,189.18,54.03,27.91,113.02,20.14,2905.7,2
3595,94.21,193.09,43.22,31.62,95.66,20.72,2916.63,0
3596,88.6,194.48,43.28,31.83,63.94,19.42,2987.85,3
3597,105.01,182.77,39.77,31.85,112.95,20.32,2892.43,3
3598,102.26,202.22,46.16,27.64,73.01,18.0,2966.43,0
3599,89.11,193.47,45.08,28.97,82.24,20.92,2848.43,3
3600,112.8,219.48,58.59,28.95,52.9,20.87,3149.67,0
3601,99.01,216.55,55.12,29.41,64.62,21.5,3019.71,4
3602,97.3,180.35,49.02,29.38,88.38,21.08,3417.26,2
3603,117.45,186.52,55.53,23.59,147.34,18.65,3315.48,0
3604,98.19,191.4,51.03,26.56,94.2,20.49,3243.77,1
3605,97.98,180.51,62.28,31.38,94.58,19.55,3020.42,1
3606,96.07,183.97,51.16,27.49,116.24,23.81,3010.93,2
3607,121.46,192.11,57.57,34.53,82.87,18.48,2572.64,5
3608,121.36,190.56,49.17,26.22,55.24,21.47,2846.39,2
3609,109.74,195.05,46.44,28.73,99.77,19.57,3022.75,2
3610,98.1,200.06,45.67,28.83,66.76,16.87,3259.58,0
3611,93.37,197.35,45.74,29.64,73.94,22.71,3030.63,4
3612,104.14,197.01,53.0,32.48,71.81,22.23,2820.84,4
3613,100.32,184.98,51.86,27.92,60.76,20.29,2899.28,2
3614,84.06,180.44,51.39,28.69,85.94,18.99,2960.42,3
3615,111.44,193.75,53.54,29.67,65.65,20.34,2829.15,1
3616,94.9,202.35,42.03,25.81,50.43,20.76,2931.02,0
3617,106.49,214.19,45.24,29.75,57.09,17.31,3415.82,2
3618,98.81,209.14,56.06,31.82,100.29,20.16,3147.42,1
3619,99.27,188.99,47.73,32.51,147.52,22.36,3142.23,3
3620,86.57,215.51,53.02,24.59,100.11,19.39,3073.12,1
3621,91.2,210.53,44.84,22.82,131.21,20.73,3097.08,0
3622,93.46,211.69,54.04,29.15,100.69,20.02,3078.27,2
3623,99.78,193.51,48.29,29.76,130.42,21.09,2973.02,0
3624,103.38,215.25,52.23,28.35,68.34,19.39,3082.24,4
3625,97.11,215.59,43.42,33.38,58.2,20.83,3278.92,3
3626,92.38,189.63,47.41,30.33,56.79,17.23,2852.37,0
3627,110.53,214.07,55.4,29.48,136.31,19.86,3178.68,1
3628,99.91,181.94,49.97,28.4,126.5,21.7,2962.59,1
3629,104.76,195.4,46.98,35.65,129.82,22.15,2580.86,2
3630,103.74,201.07,55.92,32.85,65.29,19.36,2993.79,0
3631,91.21,184.59,51.95,24.35,94.85,21.57,3256.32,4
3632,93.61,192.89,54.72,30.12,63.78,14.18,3138.9,1
3633,108.56,192.4,50.03,28.18,88.39,20.47,2731.11,3
3634,119.56,198.63,55.45,32.03,99.05,19.84,2834.14,5
3635,104.73,209.86,43.75,29.3,78.45,15.38,3246.01,2
3636,93.25,203.21,43.01,27.78,71.78,20.46,2686.54,3
3637,112.29,185.36,53.75,32.97,146.64,18.83,2888.73,3
3638,83.58,209.79,54.44,31.09,65.04,19.99,3279.88,0
3639,91.6,198.85,44.8,30.04,142.25,20.5,3212.26,0
3640,112.71,185.32,51.38,30.57,111.9,19.61,3159.56,2
3641,95.74,214.43,57.32,29.91,62.08,16.87,2806.27,2
3642,115.14,208.62,49.06,29.36,97.2,21.72,2801.71,1
3643,82.83,195.22,45.35,30.54,79.96,23.99,3179.27,1
3644,93.43,215.5,51.66,28.5,148.43,22.18,2614.73,4
3645,103.34,185.47,49.46,29.62,98.65,19.03,2818.33,4
3646,101.93,209.06,44.21,29.93,77.4,19.89,3012.32,1
3647,102.78,181.69,47.47,27.53,115.01,24.12,2642.7,0
3648,99.68,205.6,45.89,28.22,67.72,22.27,2952.95,4
3649,93.73,214.52,46.64,30.16,120.06,13.45,3191.15,4
3650,109.94,218.98,48.52,25.61,124.2,21.2,2726.22,5
3651,93.36,191.37,47.5,28.12,135.2,17.57,3017.26,4
3652,87.44,204.79,48.07,33.1,127.57,22.79,3253.57,4
3653,98.89,218.71,51.64,35.05,142.01,20.06,2918.19,5
3654,74.28,206.32,51.59,29.36,145.77,19.27,3199.47,5
3655,108.31,180.39,45.71,28.9,106.34,24.85,3051.86,3
3656,104.91,186.75,52.66,31.3,76.02,17.47,3132.43,1
3657,99.27,195.61,53.31,29.43,93.01,19.75,2894.09,4
3658,93.11,198.37,47.3,28.94,81.18,24.38,2953.12,1
3659,81.92,200.9,49.55,27.47,131.34,21.64,3396.68,2
3660,82.76,205.37,42.21,29.95,105.21,21.32,3156.11,5
3661,106.8,192.57,48.33,33.23,139.34,19.94,2956.45,5
3662,100.98,185.64,51.4,32.57,63.8,18.75,3017.65,1
3663,103.78,188.05,50.97,29.33,65.62,18.87,2927.38,0
3664,98.57,187.32,43.59,26.11,75.7,20.09,3059.49,3
3665,103.04,217.27,48.53,30.52,65.25,18.32,3100.62,0
3666,84.05,206.19,57.17,29.59,115.62,24.23,2810.24,4
3667,106.44,198.49,59.38,35.17,71.21,21.52,2535.46,4
3668,103.61,205.79,60.19,26.51,50.43,18.77,2962.88,0
3669,108.91,184.92,48.07,30.83,124.62,21.37,2886.59,3
3670,101.12,181.26,55.25,31.08,57.78,21.17,3117.85,2
3671,89.85,212.75,51.8,28.53,135.28,22.13,3253.95,2
3672,104.74,211.05,40.19,27.92,132.21,16.58,2714.69,4
3673,88.2,194.73,57.92,30.21,69.67,21.26,2847.7,3
3674,109.9,189.61,48.62,33.52,92.51,20.52,3371.88,1
3675,103.18,186.64,49.77,29.23,71.07,22.44,2697.65,5
3676,93.4,190.9,42.85,27.59,79.68,17.29,3229.4,0
3677,103.72,211.83,54.53,32.73,115.29,20.51,2774.42,0
3678,115.93,217.47,45.6,33.24,105.2,20.97,3164.2,0
3679,90.15,217.98,48.7,30.41,78.06,19.25,2825.26,4
3680,116.96,198.27,37.53,34.74,54.88,17.58,2958.28,5
3681,100.98,219.6,49.87,27.46,134.08,20.78,2864.47,4
3682,111.05,187.28,55.66,32.75,70.04,21.26,2740.84,4
3683,102.92,197.41,58.33,35.74,84.13,18.65,3012.04,5
3684,104.81,196.45,54.35,31.82,83.06,20.25,2715.19,5
3685,117.98,219.08,42.39,32.75,106.68,19.03,2991.87,3
3686,101.87,197.46,48.25,27.59,130.54,21.78,2696.76,0
3687,98.51,203.88,48.77,30.65,105.55,21.85,2886.58,5
3688,101.88,195.16,58.25,30.72,96.52,21.23,3235.41,0
3689,110.96,193.99,45.22,31.34,145.77,19.84,3016.29,1
3690,97.86,206.32,48.67,31.96,66.6,20.04,3317.74,4
3691,90.77,180.86,37.75,26.44,92.06,21.3,2755.08,2
3692,97.75,217.52,54.41,30.16,54.75,20.51,3202.07,5
3693,105.74,182.13,57.11,29.0,112.74,14.12,2636.92,4
3694,99.86,187.09,47.98,23.85,69.64,19.62,3015.65,2
3695,104.14,195.42,49.51,24.89,95.16,18.84,3288.6,2
3696,92.47,216.72,55.79,33.44,73.0,16.54,3109.91,3
3697,113.6,219.55,53.55,33.43,74.47,19.77,2902.36,4
3698,103.86,199.1,47.24,28.16,100.15,20.01,3110.01,4
3699,103.89,187.52,55.47,30.18,127.62,24.28,3266.2,1
3700,100.31,189.85,54.81,30.72,125.84,22.08,2776.93,3
3701,106.14,219.45,54.39,26.61,108.55,20.98,2719.7,2
3702,99.18,193.48,57.47,32.58,65.57,22.72,3187.3,2
3703,98.56,208.77,48.26,29.73,112.85,15.7,3081.56,0
3704,107.92,208.95,47.43,28.48,125.84,21.99,2761.07,2
3705,96.98,184.65,49.57,25.0,131.69,20.46,3268.78,3
3706,99.44,218.41,44.29,22.14,148.54,18.68,3256.18,1
3707,86.14,180.09,50.28,31.3,58.11,19.97,3052.84,1
3708,97.62,206.23,51.31,30.33,62.25,21.12,3297.15,3
3709,87.56,187.32,53.09,30.19,57.49,19.31,3068.23,1
3710,90.61,212.32,52.24,32.64,116.04,20.57,3247.61,5
3711,93.3,214.63,50.4,25.39,115.07,21.1,2689.83,0
3712,119.05,215.38,47.87,29.93,57.12,20.75,3111.67,0
3713,111.1,218.84,49.05,29.02,119.94,20.13,2872.43,3
3714,103.24,194.18,50.78,34.98,140.81,19.6,2980.84,0
3715,103.05,202.19,45.91,30.62,133.72,19.94,2969.05,1
3716,111.86,183.55,50.61,28.37,77.62,19.6,3056.47,4
3717,79.24,188.9,50.67,30.76,82.74,19.48,3070.85,3
3718,87.61,198.41,46.1,33.45,135.25,19.42,3043.82,0
3719,99.41,213.09,49.62,31.35,125.96,19.64,2717.41,3
3720,92.26,180.39,46.21,36.23,69.52,20.44,2800.42,0
3721,87.02,190.05,43.94,32.21,149.22,20.37,2805.74,2
3722,95.78,214.57,47.2,25.59,140.46,20.65,2710.52,5
3723,106.23,208.03,45.58,27.69,125.1,20.14,3156.37,1
3724,109.52,193.47,53.32,34.38,120.54,17.83,3188.9,0
3725,99.3,206.06,54.25,29.04,143.31,21.07,3156.34,3
3726,102.9,191.85,52.51,26.68,85.47,19.77,3133.67,4
3727,106.15,182.6,45.91,29.78,120.3,17.83,3000.55,3
3728,74.13,200.94,47.62,32.0,98.67,20.64,2873.15,1
3729,106.4,185.51,51.85,30.69,105.95,21.33,3086.74,5
3730,79.23,181.91,47.91,26.21,64.83,14.49,3328.39,3
3731,103.21,195.59,47.84,29.62,109.68,19.8,3109.15,5
3732,105.42,196.41,43.94,26.85,119.97,18.49,3021.64,1
3733,105.98,195.1,55.07,31.94,58.77,25.4,3131.09,1
3734,94.15,216.72,51.98,32.32,98.05,19.97,3045.65,4
3735,105.93,198.68,60.05,27.84,120.94,22.05,3405.98,0
3736,105.85,199.88,49.86,33.33,94.41,17.18,2854.4,3
3737,109.64,201.24,50.69,30.25,126.95,20.62,3108.66,4
3738,84.37,204.07,50.25,32.48,123.26,19.45,2974.25,4
3739,91.69,215.45,46.7,28.19,53.04,22.41,2927.66,1
3740,103.33,203.03,48.87,28.57,146.79,21.47,3083.46,2
3741,97.83,196.97,53.61,28.64,60.47,22.56,2844.64,5
3742,106.88,197.29,47.1,30.8,76.56,18.94,2987.54,5
3743,104.71,214.2,38.61,26.78,103.02,19.78,2805.01,3
3744,102.07,196.84,56.63,32.78,141.65,20.45,3148.57,3
3745,104.45,219.05,53.96,28.12,141.84,22.35,2647.33,3
3746,101.78,195.82,49.72,25.34,141.86,22.34,3072.57,0
3747,91.24,214.73,54.57,33.12,93.0,18.07,3565.24,0
3748,105.3,191.6,47.11,29.99,125.18,22.62,2679.55,3
3749,93.61,187.24,49.43,31.56,91.39,17.45,2786.76,5
3750,115.5,203.48,44.78,27.64,131.54,21.84,2758.81,4
3751,110.66,191.32,43.11,31.55,53.04,17.72,3069.59,4
3752,93.11,215.1,47.86,26.05,81.73,20.68,3001.85,2
3753,101.57,199.16,53.04,34.63,64.07,19.75,3056.41,1
3754,85.73,201.67,47.71,29.08,94.44,19.24,3076.65,5
3755,100.93,190.84,48.89,28.6,140.37,19.74,3073.16,3
3756,115.55,188.4,62.67,34.77,109.99,21.92,2948.04,5
3757,101.87,186.11,51.26,32.73,143.83,21.71,2816.7,5
3758,109.43,186.99,55.88,35.65,142.07,18.51,3181.55,2
3759,112.24,181.93,46.23,30.84,72.85,17.98,3103.47,0
3760,101.37,219.71,55.33,33.06,111.91,18.46,2561.21,4
3761,111.17,202.32,46.54,27.89,145.24,18.81,3224.26,3
3762,97.89,200.45,49.25,27.29,109.24,16.3,3055.01,4
3763,102.24,206.39,54.48,27.75,108.05,19.15,3204.86,0
3764,84.81,194.84,50.34,31.78,55.62,17.03,3054.18,0
3765,92.64,214.36,62.52,32.67,129.43,19.96,3065.1,3
3766,96.42,199.23,40.13,28.3,135.65,19.92,2952.88,4
3767,105.48,193.56,47.77,31.96,137.78,22.72,2838.82,1
3768,88.85,206.66,47.9,26.21,139.57,17.98,3056.42,4
3769,101.56,212.8,45.04,33.92,74.05,21.59,2937.8,0
3770,84.0,201.91,50.35,28.52,117.73,19.61,2876.68,1
3771,96.01,199.35,47.95,26.56,91.64,22.45,2905.39,4
3772,93.0,193.27,46.62,28.7,54.87,20.41,3290.42,3
3773,115.91,182.42,51.53,25.08,51.98,21.7,2926.8,0
3774,92.34,196.03,43.2,30.13,98.56,16.36,2934.41,4
3775,98.41,186.15,41.75,33.19,88.51,19.55,3078.59,4
3776,108.91,204.03,51.02,27.37,51.53,19.85,2923.78,0
3777,92.79,215.35,49.19,31.4,70.05,21.4,2980.55,0
3778,104.27,196.14,40.7,30.34,56.0,21.71,3036.74,4
3779,98.8,198.73,51.38,30.79,66.95,20.72,2660.34,0
3780,90.78,182.31,53.07,30.56,71.09,21.42,2795.94,4
3781,92.27,204.94,51.63,28.7,86.28,20.91,3280.35,0
3782,107.51,188.04,39.16,31.75,52.37,20.3,2962.25,1
3783,93.96,211.62,50.03,32.08,82.34,18.43,3043.96,2
3784,107.54,193.56,51.38,30.06,126.25,21.36,3140.55,0
3785,100.27,183.17,41.21,30.94,78.93,19.53,3165.35,5
3786,91.45,188.35,60.5,31.37,76.98,21.19,2651.61,4
3787,99.25,192.56,54.22,30.17,59.6,17.42,2966.58,5
3788,121.15,188.53,51.04,30.99,119.39,19.4,2869.32,5
3789,100.63,208.62,54.1,32.78,130.76,22.9,2787.38,2
3790,92.12,218.5,45.17,30.7,103.62,20.12,2817.11,2
3791,103.28,192.96,52.59,33.81,56.03,20.07,3170.84,0
3792,96.12,216.12,56.18,33.12,118.39,18.08,3022.15,4
3793,86.05,209.13,39.93,33.25,126.8,19.87,3157.33,4
3794,103.7,187.21,48.41,27.57,130.59,18.7,2823.18,0
3795,90.03,198.14,52.33,28.81,122.61,19.05,3060.64,2
3796,112.37,212.16,54.61,26.44,97.79,22.5,3152.06,3
3797,111.16,208.83,53.67,37.58,57.82,19.77,2816.03,5
3798,106.75,185.87,49.61,27.21,139.99,23.39,2935.66,3
3799,100.22,183.82,44.46,30.81,61.35,19.69,2845.03,1
3800,91.29,217.51,51.97,25.18,144.83,17.85,3411.8,2
3801,102.87,181.46,37.36,28.38,148.88,21.74,2866.28,0
3802,92.38,204.66,47.11,32.36,131.9,18.77,3072.13,3
3803,110.71,198.49,48.65,28.29,85.57,18.28,3151.78,2
3804,86.23,186.57,47.13,28.79,88.19,20.24,3004.8,3
3805,114.52,195.31,48.36,30.46,123.05,22.0,2936.33,5
3806,98.92,190.75,52.34,32.21,94.9,18.72,2953.3,3
3807,93.08,199.66,53.21,35.33,124.43,19.21,3488.82,4
3808,88.53,181.48,49.27,32.98,71.65,19.66,2852.79,0
3809,105.68,200.03,49.13,24.96,62.18,22.17,3002.05,5
3810,104.24,189.82,54.06,27.97,134.23,19.9,2839.85,4
3811,107.39,194.91,61.06,34.02,142.75,19.13,3067.83,4
3812,98.92,197.26,50.24,26.01,82.05,21.1,3195.57,1
3813,94.16,202.91,57.42,33.19,113.88,22.78,3225.29,4
3814,101.03,181.98,54.45,29.24,75.72,19.46,3149.49,2
3815,87.83,203.97,52.84,24.6,122.89,19.93,3011.77,5
3816,98.31,219.64,57.33,31.12,62.52,23.47,3011.53,5
3817,91.61,215.9,48.32,25.7,109.26,21.68,3210.79,4
3818,112.8,191.27,54.37,32.27,56.41,18.09,2943.96,3
3819,104.64,204.79,59.84,31.04,89.26,18.67,3299.93,4
3820,95.95,208.7,49.8,28.91,52.36,20.12,3067.77,0
3821,94.82,192.14,52.0,34.02,78.03,19.21,3116.71,0
3822,110.54,196.35,43.24,29.34,149.07,17.16,3344.72,0
3823,93.65,201.19,55.83,30.27,87.3,17.48,2888.71,2
3824,98.61,183.08,47.4,32.97,77.12,19.79,2656.55,5
3825,105.64,190.27,43.33,34.7,141.94,18.56,3301.96,0
3826,92.32,181.03,52.24,26.44,124.53,20.29,3342.45,0
3827,112.63,211.28,44.14,29.57,138.17,18.44,3471.48,5
3828,102.58,180.96,47.01,31.92,69.44,20.07,2993.82,1
3829,115.8,211.15,52.16,22.62,97.76,19.31,3029.76,5
3830,100.07,185.53,45.01,26.52,88.25,23.93,3186.09,2
3831,127.87,219.55,56.87,31.02,95.31,24.84,3004.4,1
3832,104.06,193.67,44.3,35.4,59.27,21.32,3238.18,2
3833,101.87,188.5,48.89,32.44,57.11,22.54,3175.56,3
3834,86.7,184.12,49.7,34.66,53.8,14.99,3123.03,5
3835,102.61,196.71,45.25,33.66,60.19,19.03,2892.52,4
3836,86.14,189.71,39.58,27.57,146.74,20.85,2955.03,5
3837,97.12,216.67,50.51,27.48,126.04,21.49,2814.0,0
3838,96.71,181.09,45.22,36.91,78.79,24.16,3121.62,2
3839,108.94,195.59,45.08,28.24,142.14,17.04,2982.97,1
3840,96.91,192.5,44.94,34.63,120.17,17.74,3128.59,0
3841,97.2,207.17,49.21,25.06,125.26,19.51,3038.26,4
3842,92.13,200.89,45.17,29.11,140.99,20.33,2978.09,4
3843,96.33,187.59,50.55,29.95,148.05,18.8,3113.62,2
3844,94.41,205.85,46.28,26.94,71.35,24.53,2933.67,5
3845,118.14,188.76,46.94,29.77,96.19,19.12,2717.7,2
3846,91.43,201.55,43.49,29.13,127.88,21.92,2613.73,3
